experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,sensitivity_factor,sensitivity_value,default_reference_value,fixed_data_flag
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed0__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:25Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,0,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8768788468816415,0.9085063091968447,0.5555555555555556,0.87,26,0.26,0.4033045470714569,0.3418942093849182,36114.3671875,33926.39453125,2187.97265625,35069.875,5.222455978393555,0.9487755869995453,0.1268899060014519,0.818897150000339,0.0025037509985850193,0.002177979000407504,0.0027296571666677967,452.30078125,ok,False,,,beta_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed1__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:26Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,1,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8752745873288594,0.9077570869667239,0.5555555555555556,0.865,26,0.26,0.4020082950592041,0.33538389205932617,36108.59765625,33454.0859375,2654.51171875,35087.42578125,5.105858325958252,0.9477759889996378,0.14101468300032138,0.8042576039988489,0.0030997920002846513,0.0018161769985454157,0.002680858679996163,452.91796875,ok,False,,,beta_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed2__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:27Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,2,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8728032139844207,0.9066127929577492,0.5405405405405406,0.855,27,0.27,0.40660008788108826,0.369909405708313,36112.85546875,34019.36328125,2093.4921875,35013.38671875,5.497335910797119,0.9276304529994377,0.1237677139997686,0.8011665440008073,0.002448082002956653,0.002100118999806,0.002670555146669358,452.91796875,ok,False,,,beta_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed3__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:28Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,3,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5555555555555556,0.85,26,0.26,0.40264153480529785,0.3604307770729065,36106.2578125,33544.24609375,2562.01171875,35068.640625,5.188094139099121,0.9339218630011601,0.12216123200050788,0.809326726001018,0.00248200399983034,0.0018332159997953568,0.0026977557533367264,452.921875,ok,False,,,beta_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed4__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:29Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,4,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5555555555555556,0.85,26,0.26,0.40158212184906006,0.3524704575538635,36102.453125,34084.38671875,2018.06640625,35083.82421875,5.093147277832031,0.9242268609996245,0.12901819700164197,0.7929638839996187,0.0025278580014855834,0.0016328080000675982,0.0026432129466653956,452.92578125,ok,False,,,beta_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed5__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:30Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,5,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8713184771469268,0.9059309964406863,0.5555555555555556,0.845,26,0.26,0.4033753275871277,0.3542932868003845,36103.28515625,33705.17578125,2398.109375,35061.23828125,5.2102437019348145,0.9233493410010851,0.12376615300127014,0.7971998060002079,0.002551405998019618,0.0017540679982630536,0.00265733268666736,452.93359375,ok,False,,,beta_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed6__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:31Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,6,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8708232455998861,0.905704516970206,0.5555555555555556,0.835,26,0.26,0.4005756676197052,0.3377535939216614,36116.6484375,34031.90625,2084.7421875,35105.15234375,5.057473659515381,0.9393564740003058,0.12450069300030009,0.8118047909993038,0.0024330350006493973,0.002372233999267337,0.0027060159699976794,452.93359375,ok,False,,,beta_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed7__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:32Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,7,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8713184771469268,0.9059309964406863,0.5882352941176471,0.845,24,0.24,0.399139404296875,0.3401920199394226,36101.66796875,34154.51953125,1947.1484375,35115.4296875,4.931188583374023,0.9549699429990142,0.11845838900080707,0.8332317219992547,0.0024928199982241495,0.0026563880001049256,0.002777439073330849,452.9375,ok,False,,,beta_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed8__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:33Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,8,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8768788468816415,0.9085063091968447,0.5555555555555556,0.87,26,0.26,0.4040842056274414,0.35737544298171997,36119.81640625,33540.44140625,2579.375,35054.96875,5.324247360229492,1.0819579689996317,0.13333293100004084,0.9458086630002072,0.0028997419994993834,0.0022205229997780407,0.0031526955433340237,452.328125,ok,False,,,beta_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__beta_mult__seed9__divi,run_divi_sensitivity_synth.py,2026-03-25T09:21:34Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_beta_mult,200,100,3,0.1,0.9,3.0,3101,9,divi,1,divi,200.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8709470684613785,0.9057611001961952,0.5405405405405406,0.84,27,0.27,0.40041789412498474,0.3452681303024292,36113.828125,33727.671875,2386.15625,35103.734375,5.050462245941162,1.1950076459997945,0.17511544599983608,1.0168055449994426,0.0034333349994994933,0.0023685300002398435,0.0033893518166648088,452.63671875,ok,False,,,beta_mult,1.0,1.0,True
