dataset,method,runtime_axis,runtime_value,ari__mean,ari__std,ari__median,nmi__mean,nmi__std,nmi__median,f1_feature__mean,f1_feature__std,f1_feature__median,acc__mean,acc__std,acc__median,final_K__mean,final_K__std,final_K__median,selected_dims_count__mean,selected_dims_count__std,selected_dims_count__median,selected_dims_ratio__mean,selected_dims_ratio__std,selected_dims_ratio__median,wallclock_total_sec__mean,wallclock_total_sec__std,wallclock_total_sec__median,peak_memory_mb__mean,peak_memory_mb__std,peak_memory_mb__median,split_count__mean,split_count__std,split_count__median
20ng,divi,dataset,20ng,0.7589548659624331,0.1327075038314567,0.8094396532839916,0.7530143897055963,0.0743747213503918,0.7800561978561804,,,,0.8755000000000001,0.11807995172763243,0.9255,4.0,0.0,4.0,351.6,1.1401754250991367,352.0,0.915625,0.0029692068361956915,0.9166666666666666,16.48799984879988,1.030191880869135,15.983461801000884,1151.9421875,2.6099105924880326,1153.109375,3.0,0.0,3.0
20ng,gmm_oracle,dataset,20ng,0.7181014321276036,0.1667067295811849,0.8311467646385914,0.7351273253720271,0.08838873208487194,0.7919380276263053,,,,0.8199,0.16036809221288376,0.9335,4.0,0.0,4.0,,,,,,,1.4184716,0.14884643693854407,1.435031,1153.109375,0.0,1153.109375,0.0,0.0,0.0
20ng,kmeans_oracle,dataset,20ng,0.8451863348714704,0.0016787695730603265,0.844402778092528,0.8031042980431385,0.0016798756678189789,0.8021979143114102,,,,0.9392999999999999,0.0006708203932499515,0.939,4.0,0.0,4.0,,,,,,,0.3966466,0.020704242652171585,0.405856,1151.978125,2.5295518995466466,1153.109375,0.0,0.0,0.0
20ng,spkm,dataset,20ng,0.5139629644456103,0.0,0.5139629644456103,0.5151563566882862,0.0,0.5151563566882862,,,,0.7755,0.0,0.7755,4.0,0.0,4.0,30.0,0.0,30.0,0.078125,0.0,0.078125,7.977236,0.6119205131309947,8.110535,1153.109375,0.0,1153.109375,0.0,0.0,0.0
