experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,sensitivity_factor,sensitivity_value,default_reference_value,fixed_data_flag
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed0__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:21Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,0,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8768788468816415,0.9085063091968447,0.5555555555555556,0.87,26,0.26,0.4033045470714569,0.3418942093849182,36114.3671875,33926.39453125,2187.97265625,35069.875,5.222455978393555,1.2148423789985827,0.12378613100008806,1.0880341629999748,0.004762349000884569,0.002439292000417481,0.0036267805433332495,451.40234375,ok,False,,,tau_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed1__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:22Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,1,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8752745873288594,0.9077570869667239,0.5555555555555556,0.865,26,0.26,0.4020082950592041,0.33538389205932617,36108.59765625,33454.0859375,2654.51171875,35087.42578125,5.105858325958252,1.364095848000943,0.18051783199916827,1.1796091230007733,0.0032614719984849216,0.0032473570008733077,0.0039320304100025774,450.56640625,ok,False,,,tau_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed2__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:23Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,2,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8728032139844207,0.9066127929577492,0.5405405405405406,0.855,27,0.27,0.40660008788108826,0.369909405708313,36112.85546875,34019.36328125,2093.4921875,35013.38671875,5.497335910797119,1.0910647479995532,0.21443610099959187,0.8737563930008037,0.002713518999371445,0.0021057769990875386,0.002912521310002679,451.5625,ok,False,,,tau_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed3__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:24Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,3,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5555555555555556,0.85,26,0.26,0.40264153480529785,0.3604307770729065,36106.2578125,33544.24609375,2562.01171875,35068.640625,5.188094139099121,0.8898877230003563,0.12434992299859005,0.7630658300004143,0.0024636560010549147,0.0019395749986870214,0.0025435527666680478,450.73046875,ok,False,,,tau_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed4__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:25Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,4,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5555555555555556,0.85,26,0.26,0.40158212184906006,0.3524704575538635,36102.453125,34084.38671875,2018.06640625,35083.82421875,5.093147277832031,0.8894064689993684,0.12326465899968753,0.7637910190005641,0.0032434669992653653,0.0017588190003152704,0.0025459700633352136,448.90234375,ok,False,,,tau_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed5__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:26Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,5,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8713184771469268,0.9059309964406863,0.5555555555555556,0.845,26,0.26,0.4033753275871277,0.3542932868003845,36103.28515625,33705.17578125,2398.109375,35061.23828125,5.2102437019348145,0.9094134010010748,0.12573264700040454,0.7813404650005396,0.002980181001476012,0.0017200500005856156,0.0026044682166684653,447.765625,ok,False,,,tau_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed6__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:27Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,6,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8708232455998861,0.905704516970206,0.5555555555555556,0.835,26,0.26,0.4005756676197052,0.3377535939216614,36116.6484375,34031.90625,2084.7421875,35105.15234375,5.057473659515381,0.9263011450002523,0.12201951299903158,0.8016925639985857,0.0027701469989551697,0.0019778740006586304,0.0026723085466619522,447.6875,ok,False,,,tau_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed7__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:28Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,7,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8713184771469268,0.9059309964406863,0.5882352941176471,0.845,24,0.24,0.399139404296875,0.3401920199394226,36101.66796875,34154.51953125,1947.1484375,35115.4296875,4.931188583374023,0.9481969930002379,0.125934032999794,0.8199298240015196,0.0027696879988070577,0.0017701329998089932,0.0027330994133383988,451.89453125,ok,False,,,tau_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed8__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:29Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,8,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8768788468816415,0.9085063091968447,0.5555555555555556,0.87,26,0.26,0.4040842056274414,0.35737544298171997,36119.81640625,33540.44140625,2579.375,35054.96875,5.324247360229492,0.8313606149986299,0.11614286999974865,0.7128986369989434,0.0023406930013152305,0.0017822159989009378,0.002376328789996478,451.51953125,ok,False,,,tau_mult,1.0,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed9__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:30Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,9,divi,1,divi,200.0,1.0,80,manual_mult,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8709470684613785,0.9057611001961952,0.5405405405405406,0.84,27,0.27,0.40041789412498474,0.3452681303024292,36113.828125,33727.671875,2386.15625,35103.734375,5.050462245941162,0.8209378510000533,0.12091278899970348,0.6977344330007327,0.002222379998784163,0.0016607160014245892,0.0023257814433357755,451.75390625,ok,False,,,tau_mult,1.0,1.0,True
