scenario,n,ARI_mean,ARI_std,ARI_count,NMI_mean,NMI_std,NMI_count,feature_f1_thresh_mean,feature_f1_thresh_std,feature_f1_thresh_count,feature_f1_topd_mean,feature_f1_topd_std,feature_f1_topd_count,active_dims_mean,active_dims_std,active_dims_count,bestw_mean,bestw_std,bestw_count,runtime_sec_mean,runtime_sec_std,runtime_sec_count
correlated_noise,200,0.9694599220634658,0.11593584632830566,20,0.9691371601932195,0.10603588647114315,20,0.20606060606060606,0.10841541709089889,20,1.0,0.0,20,96.0,17.888543819998315,20,3.863684210526312,0.20948426315524402,20,8.663,1.1209705850875746,20
correlated_noise,1000,0.9964013640357576,0.003013187028023659,20,0.9928388928647394,0.005806477856566952,20,0.18198498748957465,0.0005134170235622117,20,1.0,0.0,20,99.9,0.30779350562554736,20,3.4421052631578903,0.0,20,58.08355,1.301243675347389,20
heavy_tailed_signal,200,0.9909948153937377,0.01321321403946023,20,0.9861172216875531,0.02000708295482472,20,0.18190158465387823,0.00037298882026685855,20,1.0,0.0,20,99.95,0.2236067977499791,20,3.9105263157894696,0.0,20,8.0916,0.8970033386078807,20
heavy_tailed_signal,1000,0.9895271798984686,0.004042460785288736,20,0.9797520316960794,0.006944072218191689,20,0.18206839032527106,0.0006110884879608448,20,1.0,0.0,20,99.85,0.36634754853252344,20,3.4421052631578903,0.0,20,56.484,0.8473042702098172,20
