n,seed,d,d_info,k,delta,rough_ari,rough_nmi,prior_f1_thresh,prior_f1_top,prior_auroc,prior_auprc,prior_selected_dims,prior_signal_mean,prior_noise_mean,prior_signal_noise_gap,final_ari,final_nmi,final_f1_thresh,final_f1_top,final_auroc,final_auprc,final_selected_dims,final_signal_mean,final_noise_mean,final_signal_noise_gap,delta_ari,delta_nmi,delta_f1_thresh,delta_f1_top,delta_auprc,step_a_eval_sec,fit_sec,final_K,status,error
1000,1,100,10,3,1.0,0.6441895427373224,0.6152751207527928,0.9523809523809523,1.0,1.0,0.9999999999999999,11,0.9484782099723816,0.1593310663269626,0.789147143645419,0.765966663125247,0.7246366222934487,0.6896551724137931,1.0,1.0,0.9999999999999999,19,0.9485493540763855,0.2919365379545424,0.6566128161218432,0.12177712038792454,0.10936150154065594,-0.2627257799671592,0.0,0.0,0.20557245300005889,3.869898008999371,3,ok,
1000,2,100,10,3,1.0,0.7131676465507701,0.6664768502897029,1.0,1.0,1.0,0.9999999999999999,10,0.9459898054599762,0.15880838533242544,0.7871814201275508,0.7637484389411019,0.7142560561746405,0.6666666666666666,1.0,1.0,0.9999999999999999,20,0.9460828721523284,0.2965315583679411,0.6495513137843874,0.05058079239033175,0.04777920588493756,-0.33333333333333337,0.0,0.0,0.30628729599993676,3.3478386209990276,3,ok,
1000,3,100,10,3,1.0,0.6759477751090296,0.6359844744454081,0.9523809523809523,1.0,1.0,0.9999999999999999,11,0.948214054107666,0.1571865195615424,0.7910275345461236,0.8137717231078153,0.7621425196625587,0.6666666666666666,1.0,1.0,0.9999999999999999,20,0.948236757516861,0.28275322624378735,0.6654835312730736,0.13782394799878572,0.12615804521715068,-0.2857142857142857,0.0,0.0,0.2144686419997015,3.015639844999896,3,ok,
1000,4,100,10,3,1.0,0.6084334242028492,0.5807598991725638,1.0,1.0,1.0,0.9999999999999999,10,0.946115916967392,0.17686170753505495,0.769254209432337,0.7949933064209936,0.7439166073867322,0.5882352941176471,1.0,1.0,0.9999999999999999,24,0.9462051689624786,0.31987092768152553,0.6263342412809532,0.18655988221814446,0.1631567082141684,-0.4117647058823529,0.0,0.0,0.20474542600095447,3.573842825000611,3,ok,
1000,5,100,10,3,1.0,0.6603099289490393,0.6182855522416586,1.0,1.0,1.0,0.9999999999999999,10,0.9486746668815613,0.16557362005114556,0.7831010468304158,0.7329070183042038,0.6869868546492249,0.6060606060606061,1.0,1.0,0.9999999999999999,23,0.9488182365894318,0.29969405581553776,0.649124180773894,0.07259708935516451,0.06870130240756633,-0.3939393939393939,0.0,0.0,0.21172275800017815,2.96864972900039,3,ok,
1000,6,100,10,3,1.0,0.7032420320070156,0.6562365140150357,1.0,1.0,1.0,0.9999999999999999,10,0.9439270198345184,0.16986998336182701,0.7740570364726914,0.7843640391627966,0.7336989002294602,0.625,1.0,1.0,0.9999999999999999,22,0.9440810143947601,0.3047012055913607,0.6393798088033994,0.081122007155781,0.07746238621442447,-0.375,0.0,0.0,0.32835656499992183,3.499460443999851,3,ok,
1000,7,100,10,3,1.0,0.7003305704164947,0.656369037314669,1.0,1.0,1.0,0.9999999999999999,10,0.9493734002113342,0.14403660537468063,0.8053367948366535,0.7800699076133092,0.7288810808231868,0.6896551724137931,1.0,1.0,0.9999999999999999,19,0.949441808462143,0.2655709701279799,0.6838708383341631,0.07973933719681447,0.07251204350851781,-0.31034482758620685,0.0,0.0,0.20760412400159112,3.270817253000132,3,ok,
1000,8,100,10,3,1.0,0.6564647326485339,0.6151911432148539,0.9090909090909091,1.0,1.0,0.9999999999999999,12,0.9479430377483368,0.17981750911308658,0.7681255286352502,0.7468758287098383,0.6994415815504267,0.6451612903225806,1.0,1.0,0.9999999999999999,21,0.9480532348155976,0.3197082052628199,0.6283450295527777,0.09041109606130437,0.08425043833557277,-0.26392961876832843,0.0,0.0,0.20175992499935091,3.3151555140011624,3,ok,
1000,9,100,10,3,1.0,0.6609711041663999,0.6193148455125895,1.0,1.0,1.0,0.9999999999999999,10,0.9434374809265137,0.16915024643143017,0.7742872344950835,0.785090736781485,0.7350150789919485,0.6451612903225806,1.0,1.0,0.9999999999999999,21,0.9435554683208466,0.3055046658549044,0.6380508024659421,0.12411963261508507,0.11570023347935898,-0.3548387096774194,0.0,0.0,0.21923196200077655,3.015077829999427,3,ok,
1000,10,100,10,3,1.0,0.6927358088912056,0.6495082299179639,1.0,1.0,1.0,0.9999999999999999,10,0.9464715540409088,0.14296520571741794,0.8035063483234908,0.7676917493546828,0.7165167922150052,0.7407407407407407,1.0,1.0,0.9999999999999999,17,0.946574205160141,0.2643227673239178,0.6822514378362232,0.0749559404634772,0.06700856229704133,-0.2592592592592593,0.0,0.0,0.2838519230008387,3.3922640820001106,3,ok,
