experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,runtime_axis,runtime_value,baseline_timeout_sec,baseline_converged_flag,source_runs_csv,sensitivity_factor,sensitivity_value,default_reference_value,fixed_data_flag
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed3__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:50:10Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326.0,3,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.4559902703571759,0.4583881690958237,,0.742,,,,,,,,,,0.386943,,0.386943,,,,913.8359375,ok,False,,,N,1000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed3__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T08:50:13Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326.0,3,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.4559902703571759,0.4583881690958237,,0.742,,,,,,,,,,2.451194,,2.451194,,,,913.8359375,ok,False,,,N,1000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed3__spkm,run_divi_runtime_synth.py,2026-03-25T08:50:14Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326.0,3,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.9970015045323004,0.9938029489046496,,0.999,871.0,0.871,,,,,,,,0.835629,,0.835629,,,,913.8359375,ok,False,,,N,1000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed4__divi,run_divi_runtime_synth.py,2026-03-25T08:50:34Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326.0,4,divi,1.0,divi,1000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8565063513483918,0.8760055174629092,,0.865,30.0,0.03,0.2472143769264221,0.222298726439476,1948837.375,1897731.75,51105.625,1905849.875,42.9875602722168,19.96965948200068,1.6483810350000567,18.25610228700043,0.0527262409996183,0.0627200099997935,0.0608536742900014,929.09375,ok,False,,,N,1000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed4__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:50:34Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326.0,4,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.474799623771041,0.5155519936685274,,0.676,,,,,,,,,,0.365343,,0.365343,,,,929.09375,ok,False,,,N,1000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed4__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T08:50:36Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326.0,4,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.411155095147203,0.4475083335028572,,0.635,,,,,,,,,,2.507709,,2.507709,,,,929.09375,ok,False,,,N,1000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed4__spkm,run_divi_runtime_synth.py,2026-03-25T08:50:37Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326.0,4,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.9970015045323004,0.9938029489046496,,0.999,871.0,0.871,,,,,,,,0.869321,,0.869321,,,,929.09375,ok,False,,,N,1000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed0__divi,run_divi_runtime_synth.py,2026-03-25T08:51:19Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,0,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8677734689592312,0.8997648710669712,,0.842,12.0,0.012,0.2102818638086319,0.1865219473838806,3931752.0,3847521.0,84231.0,3860535.25,35.60838317871094,41.53380319600001,2.732235848000528,38.68299150300027,0.106929522999053,0.1141161479999937,0.1289433050100009,997.8828125,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed0__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:51:20Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,0,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.7774628273783075,0.740752134390262,,0.918,,,,,,,,,,1.323667,,1.323667,,,,997.8828125,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed0__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T08:51:26Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,0,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.4015317914641378,0.4539827526371612,,0.6405,,,,,,,,,,5.576741,,5.576741,,,,997.8828125,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed0__spkm,run_divi_runtime_synth.py,2026-03-25T08:51:28Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,0,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.998498874063205,0.9965853313238788,,0.9995,783.0,0.783,,,,,,,,1.919232,,1.919232,,,,997.8828125,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed1__divi,run_divi_runtime_synth.py,2026-03-25T08:52:10Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,1,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8674753872776316,0.8996291258956634,,0.8375,12.0,0.012,0.210932195186615,0.1870117485523224,3931948.75,3843375.25,88573.5,3859646.25,36.151309967041016,42.22637498599943,2.7016945229997877,39.39755556900036,0.1092725219996282,0.122568775000218,0.1313251852300012,990.25390625,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed1__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:52:11Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,1,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.8147045982477955,0.7673946172949966,,0.9335,,,,,,,,,,1.163425,,1.163425,,,,990.25390625,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed1__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T08:52:17Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,1,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.4861645265029315,0.5342664587950774,,0.711,,,,,,,,,,5.393285,,5.393285,,,,990.25390625,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed1__spkm,run_divi_runtime_synth.py,2026-03-25T08:52:19Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,1,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.998498874063205,0.9965853313238788,,0.9995,783.0,0.783,,,,,,,,2.11084,,2.11084,,,,990.25390625,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed2__divi,run_divi_runtime_synth.py,2026-03-25T08:53:00Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,2,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8674627090445379,0.8990991390242099,,0.8375,10.0,0.01,0.2100603580474853,0.1885870993137359,3931576.75,3840801.0,90775.75,3860786.0,35.39532470703125,41.05015554800048,2.6840986369998063,38.19648757999949,0.1030194670011042,0.1653715559996271,0.1273216252666649,1051.2890625,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed2__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:53:01Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,2,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.8730884133466918,0.8323260000876456,,0.9555,,,,,,,,,,1.247411,,1.247411,,,,1051.2890625,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed2__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T08:53:05Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,2,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.6694621933546656,0.6394405665244767,,0.871,,,,,,,,,,3.87439,,3.87439,,,,1051.2890625,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed2__spkm,run_divi_runtime_synth.py,2026-03-25T08:53:08Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,2,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.998498874063205,0.9965853313238788,,0.9995,783.0,0.783,,,,,,,,2.967277,,2.967277,,,,1051.2890625,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed3__divi,run_divi_runtime_synth.py,2026-03-25T08:53:49Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,3,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8667376180283305,0.8968565031180705,,0.843,10.0,0.01,0.2094563841819763,0.1859322339296341,3931735.75,3850844.5,80891.25,3861659.25,35.038299560546875,41.115060783000445,3.159579323999424,37.82184848700035,0.1259651970003688,0.1293590559998847,0.1260728282900012,1234.39453125,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed3__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:53:50Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,3,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.8027641588005743,0.7701338207621181,,0.9285,,,,,,,,,,1.180657,,1.180657,,,,1234.39453125,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed3__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T08:53:54Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,3,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.4301080481909995,0.4714490659192422,,0.689,,,,,,,,,,3.872599,,3.872599,,,,1234.39453125,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed3__spkm,run_divi_runtime_synth.py,2026-03-25T08:53:56Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,3,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.998498874063205,0.9965853313238788,,0.9995,783.0,0.783,,,,,,,,1.856047,,1.856047,,,,1234.39453125,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed4__divi,run_divi_runtime_synth.py,2026-03-25T08:54:39Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,4,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8744463820769158,0.9028482883692924,,0.871,10.0,0.01,0.210249051451683,0.1894998550415039,3931514.5,3838533.5,92981.0,3860514.0,35.50029754638672,42.76381214499997,2.927988292000009,39.71579922299952,0.1233146259992281,0.1152793729997938,0.1323859974099984,1165.73046875,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed4__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:54:41Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,4,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.734111038551505,0.7034659113485042,,0.8995,,,,,,,,,,1.490292,,1.490292,,,,1165.73046875,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed4__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T08:54:46Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,4,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.4465585324820108,0.4931315934393226,,0.664,,,,,,,,,,5.121399,,5.121399,,,,1165.73046875,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n2000_d1000_noise3.0__runtime_nscale__seed4__spkm,run_divi_runtime_synth.py,2026-03-25T08:54:48Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n2000_d1000_noise3.0,runtime_nscale,2000,1000,3,0.01,0.99,3.0,20262326.0,4,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.998498874063205,0.9965853313238788,,0.9995,783.0,0.783,,,,,,,,2.018634,,2.018634,,,,1165.73046875,ok,False,,,N,2000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed0__divi,run_divi_runtime_synth.py,2026-03-25T08:57:40Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,0,divi,1.0,divi,5000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8781776262821925,0.8994354527293633,,0.8842,10.0,0.01,0.1801842302083969,0.1626709550619125,9897041.0,9710338.0,186703.0,9751314.0,29.14548110961914,172.29211574800047,6.526286612999684,165.17544111999996,0.35594691300048,0.5803288879997126,0.5505848037333332,1165.73046875,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed0__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:57:44Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,0,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.9773847107525756,0.9584443252453424,,0.9924,,,,,,,,,,3.485901,,3.485901,,,,1097.06640625,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed0__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T08:58:06Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,0,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.981519238915484,0.9648069572588794,,0.9938,,,,,,,,,,21.651285,,21.651285,,,,1097.06640625,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed0__spkm,run_divi_runtime_synth.py,2026-03-25T08:58:12Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,0,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.9946081072363442,0.9878178584818714,,0.9982,571.0,0.571,,,,,,,,6.713697,,6.713697,,,,1097.06640625,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed1__divi,run_divi_runtime_synth.py,2026-03-25T09:00:54Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,1,divi,1.0,divi,5000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.867654765692908,0.8970385233763651,,0.8536,10.0,0.01,0.1807508617639541,0.1628883779048919,9895796.0,9684350.0,211446.0,9748726.0,29.413986206054688,161.1452971509998,5.631478044999312,154.82310822599993,0.3917684899997766,0.6814020009996966,0.5160770274199997,1154.16015625,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed1__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:00:58Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,1,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.980335094067997,0.9628417387815744,,0.9934,,,,,,,,,,3.904439,,3.904439,,,,1154.16015625,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed1__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:01:20Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,1,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.9756101360386172,0.9557765889178278,,0.9918,,,,,,,,,,22.5042,,22.5042,,,,1154.16015625,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed1__spkm,run_divi_runtime_synth.py,2026-03-25T09:01:27Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,1,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.9946081072363442,0.9878178584818714,,0.9982,571.0,0.571,,,,,,,,6.764529,,6.764529,,,,1154.16015625,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed2__divi,run_divi_runtime_synth.py,2026-03-25T09:04:11Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,2,divi,1.0,divi,5000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8681422916534189,0.8972606389764849,,0.8558,10.0,0.01,0.1798784434795379,0.1610104441642761,9895956.0,9704108.0,191848.0,9751583.0,28.87469482421875,164.15680496200002,5.743161997999778,157.75165759100037,0.4527846090004459,0.6516453009999168,0.5258388586366679,1173.234375,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed2__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:04:14Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,2,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.9821096399855208,0.9656983530175968,,0.994,,,,,,,,,,2.507007,,2.507007,,,,1173.234375,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed2__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:04:37Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,2,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.9756168966525668,0.9554767104601586,,0.9918,,,,,,,,,,23.648461,,23.648461,,,,1173.234375,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed2__spkm,run_divi_runtime_synth.py,2026-03-25T09:04:43Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,2,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.9946081072363442,0.9878178584818714,,0.9982,571.0,0.571,,,,,,,,5.753115,,5.753115,,,,1173.234375,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed3__divi,run_divi_runtime_synth.py,2026-03-25T09:07:31Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,3,divi,1.0,divi,5000.0,1.0,80.0,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8639999186678575,0.8926021448832319,,0.8344,10.0,0.01,0.1799983531236648,0.1594143658876419,9895810.0,9720845.0,174965.0,9751536.0,28.85470199584961,167.5961472480003,6.169548193000082,160.72295597099946,0.4988630079997165,0.6923913680002443,0.5357431865699982,1135.2109375,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed3__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:07:33Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,3,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],0.9815236715844934,0.9653005389871075,,0.9938,,,,,,,,,,2.198784,,2.198784,,,,1135.2109375,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed3__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:07:57Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,3,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],0.9762108976597886,0.9570363910935544,,0.992,,,,,,,,,,23.836325,,23.836325,,,,1135.2109375,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed3__spkm,run_divi_runtime_synth.py,2026-03-25T09:08:04Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326.0,3,spkm,,spkm,,,,,,,,,,,,3,0,,,[],0.9946081072363442,0.9878178584818714,,0.9982,571.0,0.571,,,,,,,,6.789692,,6.789692,,,,1135.2109375,ok,False,,,N,5000,,True,outputs_revision/runtime_synth/runs.csv,,,,
