experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,runtime_axis,runtime_value,baseline_timeout_sec,baseline_converged_flag,source_runs_csv,sensitivity_factor,sensitivity_value,default_reference_value,fixed_data_flag
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed0__divi,run_divi_runtime_real.py,2026-03-25T09:19:00Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,0,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,544.8723967505944,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8094396532839916,0.7800561978561804,,0.9255,353.0,0.9192708333333334,0.7334172129631042,0.7710463404655457,1206434.75,1105155.25,101279.5,1184174.5,11.13012409210205,15.614224048000324,1.1415073680000205,14.425180926999928,0.042323712000325,0.0449573360001522,0.048083936423333,1147.2734375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed0__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:19:01Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,0,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,4,0,,,[],0.844402778092528,0.8020908544967006,,0.939,,,,,,,,,,0.405856,,0.405856,,,,1147.453125,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed0__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:19:02Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,0,gmm_oracle,,gmm_oracle,,,,,,,,,,,,4,0,,,[],0.8434601563692999,0.8022758616966952,,0.9385,,,,,,,,,,1.331898,,1.331898,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed0__spkm,run_divi_runtime_real.py,2026-03-25T09:19:10Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,0,spkm,,spkm,,,,,,,,,,,,4,0,,,[],0.5139629644456103,0.5151563566882862,,0.7755,30.0,0.078125,,,,,,,,8.110535,,8.110535,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed1__divi,run_divi_runtime_real.py,2026-03-25T09:19:26Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,1,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,544.8723967505944,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.5226676114821452,0.6206571817307148,,0.6645,351.0,0.9140625,0.7320777773857117,0.7718565464019775,1210556.625,1115297.25,95259.375,1188917.5,10.81954574584961,15.983461801000884,1.087728333999621,14.84342330600066,0.0446485660004327,0.0500126840015582,0.0494780776866688,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed1__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:19:27Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,1,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,4,0,,,[],0.8445932629572291,0.8021979143114102,,0.939,,,,,,,,,,0.409828,,0.409828,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed1__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:19:28Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,1,gmm_oracle,,gmm_oracle,,,,,,,,,,,,4,0,,,[],0.8311467646385914,0.7919380276263053,,0.9335,,,,,,,,,,1.435031,,1.435031,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed1__spkm,run_divi_runtime_real.py,2026-03-25T09:19:37Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,1,spkm,,spkm,,,,,,,,,,,,4,0,,,[],0.5139629644456103,0.5151563566882862,,0.7755,30.0,0.078125,,,,,,,,8.692425,,8.692425,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed2__divi,run_divi_runtime_real.py,2026-03-25T09:19:53Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,2,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,544.8723967505944,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.803066610059557,0.7783243197545773,,0.921,352.0,0.9166666666666666,0.7322610020637512,0.7735626101493835,1208564.75,1114567.875,93996.875,1186538.0,11.01340103149414,15.761768732998462,1.185729517001164,14.527441005000584,0.0477984639983333,0.0463713179997284,0.0484248033500019,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed2__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:19:53Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,2,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,4,0,,,[],0.8481849185503184,0.8060240675720713,,0.9405,,,,,,,,,,0.418497,,0.418497,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed2__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:19:54Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,2,gmm_oracle,,gmm_oracle,,,,,,,,,,,,4,0,,,[],0.5462341533957157,0.6519467588159202,,0.6465,,,,,,,,,,1.212005,,1.212005,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed2__spkm,run_divi_runtime_real.py,2026-03-25T09:20:01Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,2,spkm,,spkm,,,,,,,,,,,,4,0,,,[],0.5139629644456103,0.5151563566882862,,0.7755,30.0,0.078125,,,,,,,,7.250096,,7.250096,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed3__divi,run_divi_runtime_real.py,2026-03-25T09:20:20Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,3,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,544.8723967505944,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8361551249675714,0.7972406691216025,,0.9355,350.0,0.9114583333333334,0.7318015098571777,0.7723449468612671,1206717.0,1107178.25,99538.75,1185027.25,10.844879150390623,18.03280256699873,2.357910921000439,15.626853398000094,0.0448957749977125,0.044453484000769,0.0520895113266669,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed3__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:20:20Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,3,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,4,0,,,[],0.8443595376183625,0.8021491712345852,,0.939,,,,,,,,,,0.374622,,0.374622,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed3__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:20:21Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,3,gmm_oracle,,gmm_oracle,,,,,,,,,,,,4,0,,,[],0.8443926634652008,0.8035170221289007,,0.939,,,,,,,,,,1.555578,,1.555578,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed3__spkm,run_divi_runtime_real.py,2026-03-25T09:20:29Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,3,spkm,,spkm,,,,,,,,,,,,4,0,,,[],0.5139629644456103,0.5151563566882862,,0.7755,30.0,0.078125,,,,,,,,7.451574,,7.451574,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed4__divi,run_divi_runtime_real.py,2026-03-25T09:20:46Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,4,divi,1.0,divi,2000.0,1.0,80.0,auto_entropy,544.8723967505944,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8234453300189003,0.7887935800649062,,0.931,352.0,0.9166666666666666,0.7338380813598633,0.7750465869903564,1206470.625,1108581.375,97889.25,1183985.75,11.242444038391112,17.047742095001013,1.7337507020001794,15.266935329998889,0.0475024630013649,0.044861916998343,0.0508897844333296,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed4__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:20:46Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,4,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,4,0,,,[],0.8443911771389144,0.8030594826009252,,0.939,,,,,,,,,,0.37443,,0.37443,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed4__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:20:48Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,4,gmm_oracle,,gmm_oracle,,,,,,,,,,,,4,0,,,[],0.5252734227692097,0.6259589565923137,,0.642,,,,,,,,,,1.557846,,1.557846,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__20ng_train_4cats_2000docs__runtime_20ng__seed4__spkm,run_divi_runtime_real.py,2026-03-25T09:20:56Z,unknown,x86_64,cpu,x86_64,20ng,20ng_train_4cats_2000docs,runtime_20ng,2000,384,4,,,,,4,spkm,,spkm,,,,,,,,,,,,4,0,,,[],0.5139629644456103,0.5151563566882862,,0.7755,30.0,0.078125,,,,,,,,8.38155,,8.38155,,,,1153.109375,ok,False,,,dataset,20ng,,True,outputs_revision/runtime_real/20ng/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed0__divi,run_divi_runtime_real.py,2026-03-25T09:11:53Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,0,divi,1.0,divi,1499.0,1.0,80.0,auto_entropy,875.485074987283,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.6851688477204501,0.7636543240111847,,0.7598398932621748,575.0,0.9319286871961102,0.7803779244422913,0.8233674764633179,1319836.75,1211005.625,108831.125,1300485.75,12.909246444702148,23.81933362699965,2.39988565800013,20.13699514699965,0.0631541899992953,0.0625523779999639,0.0671233171566655,666.96875,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed0__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:11:54Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,0,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,5,0,,,[],0.6308339952955893,0.714477151994444,,0.752501667778519,,,,,,,,,,0.626074,,0.626074,,,,667.37109375,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed0__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:11:58Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,0,gmm_oracle,,gmm_oracle,,,,,,,,,,,,5,0,,,[],0.3800334292360192,0.5623034662866924,,0.5163442294863242,,,,,,,,,,3.834844,,3.834844,,,,673.9296875,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed0__spkm,run_divi_runtime_real.py,2026-03-25T09:12:06Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,0,spkm,,spkm,,,,,,,,,,,,5,0,,,[],0.551433696762814,0.6395391257587981,,0.7224816544362909,23.0,0.0372771474878444,,,,,,,,8.423622,,8.423622,,,,673.93359375,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed1__divi,run_divi_runtime_real.py,2026-03-25T09:12:28Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,1,divi,1.0,divi,1499.0,1.0,80.0,auto_entropy,875.485074987283,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.3166925538777617,0.4290620609693827,,0.5270180120080054,579.0,0.9384116693679092,0.7816243767738342,0.8216168880462646,1327060.0,1217619.75,109440.25,1306904.5,13.44593620300293,21.63250104800045,1.4848104239999884,20.073321245000443,0.0559904300007474,0.0719443849993695,0.0669110708166681,719.9140625,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed1__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:12:29Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,1,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,5,0,,,[],0.6304310304785326,0.7154610478994805,,0.7505003335557038,,,,,,,,,,0.536894,,0.536894,,,,663.734375,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed1__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:12:31Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,1,gmm_oracle,,gmm_oracle,,,,,,,,,,,,5,0,,,[],0.6304310304785326,0.7154610478994805,,0.7505003335557038,,,,,,,,,,2.195683,,2.195683,,,,663.734375,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed1__spkm,run_divi_runtime_real.py,2026-03-25T09:12:41Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,1,spkm,,spkm,,,,,,,,,,,,5,0,,,[],0.551433696762814,0.6395391257587981,,0.7224816544362909,23.0,0.0372771474878444,,,,,,,,9.881915,,9.881915,,,,663.73828125,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed2__divi,run_divi_runtime_real.py,2026-03-25T09:13:04Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,2,divi,1.0,divi,1499.0,1.0,80.0,auto_entropy,875.485074987283,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.5035622502556053,0.609473719885339,,0.5837224816544363,578.0,0.9367909238249594,0.7810192704200745,0.8224171996116638,1324188.75,1216565.375,107623.375,1304354.5,13.231619834899902,22.866483003999747,1.426811579999594,21.353152806999788,0.0607548899997709,0.0839777000001049,0.0711771760233326,699.03125,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed2__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:13:04Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,2,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,5,0,,,[],0.6325398386786752,0.7166484840543856,,0.7531687791861241,,,,,,,,,,0.608913,,0.608913,,,,699.03125,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed2__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:13:07Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,2,gmm_oracle,,gmm_oracle,,,,,,,,,,,,5,0,,,[],0.6268244501643063,0.7106443178604657,,0.7545030020013342,,,,,,,,,,2.360428,,2.360428,,,,699.03125,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed2__spkm,run_divi_runtime_real.py,2026-03-25T09:13:16Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,2,spkm,,spkm,,,,,,,,,,,,5,0,,,[],0.551433696762814,0.6395391257587981,,0.7224816544362909,23.0,0.0372771474878444,,,,,,,,9.938277,,9.938277,,,,699.03515625,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed3__divi,run_divi_runtime_real.py,2026-03-25T09:13:39Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,3,divi,1.0,divi,1499.0,1.0,80.0,auto_entropy,875.485074987283,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.4121970501643345,0.5902539666079768,,0.5570380253502335,579.0,0.9384116693679092,0.7808614373207092,0.8226712942123413,1338545.75,1230160.375,108385.375,1318795.625,13.175540924072266,22.14845703999981,1.9132210810003016,20.16198425999937,0.0560617229994022,0.0702645510000365,0.0672066141999979,688.328125,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed3__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:13:39Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,3,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,5,0,,,[],0.6327541562206604,0.7155228258534756,,0.752501667778519,,,,,,,,,,0.615025,,0.615025,,,,688.328125,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed3__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:13:43Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,3,gmm_oracle,,gmm_oracle,,,,,,,,,,,,5,0,,,[],0.6304310304785326,0.7154610478994804,,0.7505003335557038,,,,,,,,,,3.395401,,3.395401,,,,688.328125,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed3__spkm,run_divi_runtime_real.py,2026-03-25T09:13:52Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,3,spkm,,spkm,,,,,,,,,,,,5,0,,,[],0.551433696762814,0.6395391257587981,,0.7224816544362909,23.0,0.0372771474878444,,,,,,,,8.797939,,8.797939,,,,688.328125,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed4__divi,run_divi_runtime_real.py,2026-03-25T09:14:12Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,4,divi,1.0,divi,1499.0,1.0,80.0,auto_entropy,875.485074987283,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.3808515914072269,0.5324848547539195,,0.5350233488992662,579.0,0.9384116693679092,0.7802916169166565,0.8201515078544617,1335852.125,1219840.0,116012.125,1316426.5,12.959030151367188,20.83840380899983,1.396308324000529,19.380224121000538,0.0515443459999005,0.0594171069997173,0.0646007470700018,684.9375,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed4__kmeans_oracle,run_divi_runtime_real.py,2026-03-25T09:14:13Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,4,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,5,0,,,[],0.6333375949392477,0.7159829952155068,,0.752501667778519,,,,,,,,,,0.547847,,0.547847,,,,684.9375,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed4__gmm_oracle,run_divi_runtime_real.py,2026-03-25T09:14:15Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,4,gmm_oracle,,gmm_oracle,,,,,,,,,,,,5,0,,,[],0.631249632338815,0.7147633429295881,,0.7545030020013342,,,,,,,,,,2.259639,,2.259639,,,,684.9375,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_real__isolet_first_5__runtime_isolet__seed4__spkm,run_divi_runtime_real.py,2026-03-25T09:14:24Z,unknown,x86_64,cpu,x86_64,isolet,isolet_first_5,runtime_isolet,1499,617,5,,,,,4,spkm,,spkm,,,,,,,,,,,,5,0,,,[],0.551433696762814,0.6395391257587981,,0.7224816544362909,23.0,0.0372771474878444,,,,,,,,9.24915,,9.24915,,,,684.94140625,ok,False,,,dataset,isolet,,True,outputs_revision/runtime_real/isolet/runs.csv,,,,
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed0__divi,run_divi_runtime_synth.py,2026-03-25T08:15:50Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425.0,0,divi,1.0,divi,1000.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8790863947577888,0.9094849103554182,,0.879,10.0,0.1,0.2848047316074371,0.2045182287693023,187202.46875,179704.53125,7497.9375,183629.0625,3.573408365249634,8.700206663000245,0.2665009780002947,2.851336994999656,0.0183120690007854,0.0076732029992854,0.0095044566499988,485.96484375,ok,False,,,D,100,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed0__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:15:50Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425.0,0,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],1.0,1.0,,1.0,,,,,,,,,,0.063302,,0.063302,,,,486.1796875,ok,False,,,D,100,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed0__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T08:15:50Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425.0,0,gmm_oracle,,gmm_oracle,,,,,,,,,,,,3,0,,,[],1.0,1.0,,1.0,,,,,,,,,,0.217052,,0.217052,,,,487.828125,ok,False,,,D,100,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed0__spkm,run_divi_runtime_synth.py,2026-03-25T08:15:50Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425.0,0,spkm,,spkm,,,,,,,,,,,,3,0,,,[],1.0,1.0,,1.0,95.0,0.95,,,,,,,,0.149814,,0.149814,,,,488.296875,ok,False,,,D,100,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed1__divi,run_divi_runtime_synth.py,2026-03-25T08:15:53Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425.0,1,divi,1.0,divi,1000.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8717912569048336,0.906079716572033,,0.858,10.0,0.1,0.2808740437030792,0.2018592059612274,187168.109375,177899.140625,9268.96875,183878.390625,3.2897229194641118,2.533242997999878,0.2449971290006942,2.2795493290004742,0.0059846370004379,0.0078200090001701,0.0075984977633349,494.2734375,ok,False,,,D,100,,True,outputs_revision/runtime_synth/runs.csv,,,,
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed1__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T08:15:53Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425.0,1,kmeans_oracle,,kmeans_oracle,,,,,,,,,,,,3,0,,,[],1.0,1.0,,1.0,,,,,,,,,,0.044574,,0.044574,,,,494.2734375,ok,False,,,D,100,,True,outputs_revision/runtime_synth/runs.csv,,,,
