setting,variant,seed,n,d,d_info,k_true,status,error,ARI,NMI,runtime_sec,final_K,correct_K,over_split,under_split,split_proposals,accepted_splits,rejected_splits,active_dims,feature_f1_thresh,feature_f1_topd
matched,Full-DIVI,9,200,100,10,3,ok,,0.9271769606649515,0.8971604079088178,0.9741284019983141,3,1,0,0,2,2,0,37,0.425531914893617,1.0
matched,No-Gating,9,200,100,10,3,ok,,0.5111669232997521,0.5979760075826087,0.5782271329990181,2,0,0,1,1,1,0,100,,
matched,No-StepA,9,200,100,10,3,ok,,0.5955651219489533,0.6099700851695292,0.846610979999241,3,1,0,0,2,2,0,100,0.18181818181818182,0.3
matched,No-StepA-FixedK,9,200,100,10,3,ok,,0.9704606530417694,0.9590630571233186,0.8377542859998357,3,1,0,0,0,0,0,100,0.18181818181818182,0.9
matched,Unsafe-Split,9,200,100,10,3,ok,,0.5552685769110793,0.7219920318065799,0.9775983889994677,6,0,1,0,4,4,0,35,0.4444444444444444,1.0
matched,Fixed-K,10,200,100,10,3,ok,,0.9851149892064401,0.9763780799682114,1.096663192998676,3,1,0,0,0,0,0,17,0.7407407407407407,1.0
matched,Full-DIVI,10,200,100,10,3,ok,,0.7346945495718307,0.7436288773203149,0.9874150270006794,3,1,0,0,2,2,0,29,0.5128205128205128,1.0
matched,No-Gating,10,200,100,10,3,ok,,0.5088434888949317,0.6023852767861292,0.5509211810021952,2,0,0,1,1,1,0,100,,
matched,No-StepA,10,200,100,10,3,ok,,0.6796205933501807,0.6750769434726297,0.8726971059986681,3,1,0,0,2,2,0,100,0.18181818181818182,0.3
matched,No-StepA-FixedK,10,200,100,10,3,ok,,0.9851149892064401,0.9763780799682114,1.1664115819985454,3,1,0,0,0,0,0,100,0.18181818181818182,1.0
matched,Unsafe-Split,10,200,100,10,3,ok,,0.6954869319517532,0.7860321618792201,1.2782533749996219,6,0,1,0,4,4,0,27,0.5405405405405406,1.0
matched,Fixed-K,11,200,100,10,3,ok,,1.0,1.0,1.0494697070025722,3,1,0,0,0,0,0,16,0.7692307692307693,1.0
matched,Full-DIVI,11,200,100,10,3,ok,,0.8329771837649038,0.82143045183813,1.4524050889995124,3,1,0,0,2,2,0,34,0.45454545454545453,1.0
matched,No-Gating,11,200,100,10,3,ok,,0.44776926422783625,0.5207528180763613,0.6931872089990065,2,0,0,1,1,1,0,100,,
matched,No-StepA,11,200,100,10,3,ok,,0.4307905207213483,0.47872140276539793,1.2883283560004202,3,1,0,0,2,2,0,100,0.18181818181818182,0.2
matched,No-StepA-FixedK,11,200,100,10,3,ok,,1.0,1.0,0.8745699419996527,3,1,0,0,0,0,0,100,0.18181818181818182,0.8
matched,Unsafe-Split,11,200,100,10,3,ok,,0.571289317413266,0.7618138612492533,1.091427265000675,6,0,1,0,4,4,0,32,0.47619047619047616,1.0
matched,Fixed-K,12,200,100,10,3,ok,,0.9848889043575839,0.9763090425173028,1.1257228190006572,3,1,0,0,0,0,0,16,0.7692307692307693,1.0
matched,Full-DIVI,12,200,100,10,3,ok,,0.9409213060835389,0.9118875506979627,1.0068816259990854,3,1,0,0,2,2,0,25,0.5714285714285714,1.0
matched,No-Gating,12,200,100,10,3,ok,,0.5143059856072261,0.611192533296384,0.6307404450017202,2,0,0,1,1,1,0,100,,
matched,No-StepA,12,200,100,10,3,ok,,0.5414894382403768,0.5684654216324047,0.8877924939988588,3,1,0,0,2,2,0,100,0.18181818181818182,0.4
matched,No-StepA-FixedK,12,200,100,10,3,ok,,0.9848889043575839,0.9763090425173028,0.8850144620009814,3,1,0,0,0,0,0,100,0.18181818181818182,0.9
matched,Unsafe-Split,12,200,100,10,3,ok,,0.5637146350173406,0.7461901350816492,1.0819711170006485,6,0,1,0,4,4,0,23,0.6060606060606061,1.0
matched,Fixed-K,13,200,100,10,3,ok,,1.0,1.0,1.5202357469970593,3,1,0,0,0,0,0,14,0.8333333333333334,1.0
matched,Full-DIVI,13,200,100,10,3,ok,,1.0,1.0,1.1534503940019931,3,1,0,0,2,2,0,18,0.7142857142857143,1.0
matched,No-Gating,13,200,100,10,3,ok,,0.45339593189985844,0.5281722222944017,0.8499587800033623,2,0,0,1,1,1,0,100,,
matched,No-StepA,13,200,100,10,3,ok,,0.43486434867279605,0.557135289438887,1.256126640997536,3,1,0,0,2,2,0,100,0.18181818181818182,0.3
matched,No-StepA-FixedK,13,200,100,10,3,ok,,0.9851149892064401,0.9763780799682114,0.851380848998815,3,1,0,0,0,0,0,100,0.18181818181818182,0.9
matched,Unsafe-Split,13,200,100,10,3,ok,,0.6847137981958661,0.7781686561592103,1.3208909730019514,6,0,1,0,4,4,0,18,0.7142857142857143,1.0
matched,Fixed-K,14,200,100,10,3,ok,,0.970001567757263,0.9589307556551494,1.1296531059997506,3,1,0,0,0,0,0,16,0.7692307692307693,1.0
matched,Full-DIVI,14,200,100,10,3,ok,,0.9412870851583854,0.9205191285435739,1.0086764610023238,3,1,0,0,2,2,0,19,0.6896551724137931,1.0
matched,No-Gating,14,200,100,10,3,ok,,0.5411948195517032,0.6470507522897261,0.5965201350009011,2,0,0,1,1,1,0,100,,
matched,No-StepA,14,200,100,10,3,ok,,0.6489717219043897,0.6615576677686719,0.8778934910005773,3,1,0,0,2,2,0,100,0.18181818181818182,0.5
matched,No-StepA-FixedK,14,200,100,10,3,ok,,0.970001567757263,0.9589307556551494,0.9300225699989824,3,1,0,0,0,0,0,100,0.18181818181818182,0.9
matched,Unsafe-Split,14,200,100,10,3,ok,,0.5647829828742227,0.7382577400401896,1.072489295998821,6,0,1,0,4,4,0,18,0.7142857142857143,1.0
matched,Fixed-K,15,200,100,10,3,ok,,1.0,1.0,1.3820437239992316,3,1,0,0,0,0,0,21,0.6451612903225806,1.0
matched,Full-DIVI,15,200,100,10,3,ok,,0.44776926422783625,0.5207528180763613,0.9497664010013978,2,0,0,1,2,1,1,27,0.5405405405405406,1.0
matched,No-Gating,15,200,100,10,3,ok,,0.5111669232997521,0.5979760075826087,0.5691873589967145,2,0,0,1,1,1,0,100,,
matched,No-StepA,15,200,100,10,3,ok,,0.04171022897140516,0.04115640837776859,0.8036257290004869,2,0,0,1,2,1,1,100,0.18181818181818182,0.0
matched,No-StepA-FixedK,15,200,100,10,3,ok,,0.9851149892064401,0.9763780799682114,1.2330854940009885,3,1,0,0,0,0,0,100,0.18181818181818182,0.8
matched,Unsafe-Split,15,200,100,10,3,ok,,0.5694096018340312,0.7480434548883405,1.444605799002602,6,0,1,0,4,4,0,25,0.5714285714285714,1.0
matched,Fixed-K,16,200,100,10,3,ok,,1.0,1.0,1.139606485998229,3,1,0,0,0,0,0,15,0.8,1.0
matched,Full-DIVI,16,200,100,10,3,ok,,0.9412734838994374,0.9205309341305687,1.4832426959983422,3,1,0,0,2,2,0,15,0.8,1.0
matched,No-Gating,16,200,100,10,3,ok,,0.45782139759232565,0.5333656273810204,0.59763744600059,2,0,0,1,1,1,0,100,,
matched,No-StepA,16,200,100,10,3,ok,,0.5790177726765748,0.584432301624194,0.8756945130007807,3,1,0,0,2,2,0,100,0.18181818181818182,0.3
matched,No-StepA-FixedK,16,200,100,10,3,ok,,1.0,1.0,0.9110407529988152,3,1,0,0,0,0,0,100,0.18181818181818182,0.9
matched,Unsafe-Split,16,200,100,10,3,ok,,0.5714384701753078,0.7618349214255549,1.0544810280007368,6,0,1,0,4,4,0,14,0.8333333333333334,1.0
matched,Fixed-K,17,200,100,10,3,ok,,1.0,1.0,1.1328321779983526,3,1,0,0,0,0,0,14,0.8333333333333334,1.0
matched,Full-DIVI,17,200,100,10,3,ok,,0.6522908990046385,0.6779886535737708,1.0525683099986054,3,1,0,0,2,2,0,26,0.5555555555555556,1.0
matched,No-Gating,17,200,100,10,3,ok,,0.5057969778219082,0.5902947470120069,0.5892358509991027,2,0,0,1,1,1,0,100,,
matched,No-StepA,17,200,100,10,3,ok,,0.40837213090958746,0.5596366839508538,0.8857863799967163,3,1,0,0,2,2,0,100,0.18181818181818182,0.5
matched,No-StepA-FixedK,17,200,100,10,3,ok,,1.0,1.0,1.2657767620003142,3,1,0,0,0,0,0,100,0.18181818181818182,1.0
matched,Unsafe-Split,17,200,100,10,3,ok,,0.6897338901109689,0.7944343514436915,1.4349731809998048,6,0,1,0,4,4,0,24,0.5882352941176471,1.0
matched,Fixed-K,18,200,100,10,3,ok,,1.0,1.0,1.205944069999532,3,1,0,0,0,0,0,16,0.7692307692307693,1.0
matched,Full-DIVI,18,200,100,10,3,ok,,0.9409668996591551,0.9304448083881361,1.4960151330014924,3,1,0,0,2,2,0,26,0.5555555555555556,1.0
matched,No-Gating,18,200,100,10,3,ok,,0.46142242335507344,0.5351789721756516,0.863771699998324,2,0,0,1,1,1,0,100,,
matched,No-StepA,18,200,100,10,3,ok,,0.5347728322429022,0.6354888668864086,1.213043577998178,2,0,0,1,2,1,1,100,0.18181818181818182,0.5
matched,No-StepA-FixedK,18,200,100,10,3,ok,,1.0,1.0,0.9229869470000267,3,1,0,0,0,0,0,100,0.18181818181818182,1.0
matched,Unsafe-Split,18,200,100,10,3,ok,,0.6845879054398343,0.790272860322366,1.0294145160005428,6,0,1,0,4,4,0,23,0.6060606060606061,1.0
matched,Fixed-K,19,200,100,10,3,ok,,1.0,1.0,1.1216657660006604,3,1,0,0,0,0,0,21,0.6451612903225806,1.0
matched,Full-DIVI,19,200,100,10,3,ok,,0.9555790820904775,0.935437545993921,0.9958672530010517,3,1,0,0,2,2,0,31,0.4878048780487805,1.0
matched,No-Gating,19,200,100,10,3,ok,,0.503593082503531,0.5942501983509386,0.5966034369994304,2,0,0,1,1,1,0,100,,
matched,No-StepA,19,200,100,10,3,ok,,0.6983226590237512,0.6872291312318151,0.8606130580010358,3,1,0,0,2,2,0,100,0.18181818181818182,0.2
matched,No-StepA-FixedK,19,200,100,10,3,ok,,0.9851149892064401,0.9763780799682114,0.853583059997618,3,1,0,0,0,0,0,100,0.18181818181818182,0.8
matched,Unsafe-Split,19,200,100,10,3,ok,,0.6738263136410904,0.7873475832799012,1.1043513090007764,6,0,1,0,4,4,0,27,0.5405405405405406,1.0
matched,Fixed-K,20,200,100,10,3,ok,,1.0,1.0,1.5452158560001408,3,1,0,0,0,0,0,15,0.8,1.0
matched,Full-DIVI,20,200,100,10,3,ok,,0.8590982727992653,0.8381057997329421,1.0009338980016764,3,1,0,0,2,2,0,14,0.8333333333333334,1.0
matched,No-Gating,20,200,100,10,3,ok,,0.5143059856072261,0.611192533296384,0.7796338189982635,2,0,0,1,1,1,0,100,,
matched,No-StepA,20,200,100,10,3,ok,,0.5565175791811886,0.6027717934993232,1.1172230889969796,3,1,0,0,2,2,0,100,0.18181818181818182,0.5
matched,No-StepA-FixedK,20,200,100,10,3,ok,,1.0,1.0,1.0121054240007652,3,1,0,0,0,0,0,100,0.18181818181818182,1.0
matched,Unsafe-Split,20,200,100,10,3,ok,,0.6776079446300929,0.7885438073574245,1.4773941729981743,6,0,1,0,4,4,0,13,0.8695652173913043,1.0
