scenario,n,d,d_info,k_true,delta,noise_sd,seed,split_interval,split_burn_in,split_persistence,split_warmup_epochs,split_accept_tol_per_sample,min_cluster_size_for_split,method,status,error,ARI,NMI,runtime_sec,final_K,over_split,under_split,correct_K,split_proposals,accepted_splits,rejected_splits,active_dims,feature_f1_thresh,feature_f1_topd,split_history_json
matched_sparse_gaussian,200,100,10,3,2.0,3.0,6,60,120,2,20,0.001,25,original,ok,,0.710978787602407,0.8033742348146975,1.219936362998851,6,1,0,0,4,4,0,19,0.6896551724137931,1.0,[]
matched_sparse_gaussian,200,100,10,3,2.0,3.0,6,60,120,2,20,0.001,25,burnin_only,ok,,0.7240824909036784,0.8266504329348218,1.2463495619995228,5,1,0,0,4,4,0,21,0.6451612903225806,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 120, ""diagnostic_score"": 184.69033813476562, ""cluster_size"": 200, ""persistence_count"": 1}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 180.28997802734375, ""cluster_size"": 96, ""persistence_count"": 1}, {""split_idx"": 1, ""old_K"": 3, ""proposed_K"": 4, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 240, ""diagnostic_score"": 177.25375366210938, ""cluster_size"": 66, ""persistence_count"": 1}, {""split_idx"": 0, ""old_K"": 4, ""proposed_K"": 5, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 176.9045867919922, ""cluster_size"": 68, ""persistence_count"": 1}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,6,60,120,2,20,0.001,25,burnin_persistence,ok,,0.7116371369358024,0.6906505633435044,1.1653455020004913,3,0,0,1,2,2,0,22,0.625,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 183.3910675048828, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 179.63015747070312, ""cluster_size"": 127, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,6,60,120,2,20,0.001,25,full_safeguard,ok,,0.8854605314368221,0.8631525277655353,1.4726403250006115,3,0,0,1,2,2,0,21,0.6451612903225806,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": 37420.7734375, ""split_loss"": 37078.625, ""improvement"": 342.1484375, ""improvement_per_sample"": 1.7107421875, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 180, ""diagnostic_score"": 183.3910675048828, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": 36665.80859375, ""split_loss"": 36607.640625, ""improvement"": 58.16796875, ""improvement_per_sample"": 0.29083984375, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 300, ""diagnostic_score"": 179.46868896484375, ""cluster_size"": 134, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,7,60,120,2,20,0.001,25,original,ok,,0.700804951123528,0.7972450330884618,1.3000919990008697,6,1,0,0,4,4,0,19,0.6896551724137931,1.0,[]
matched_sparse_gaussian,200,100,10,3,2.0,3.0,7,60,120,2,20,0.001,25,burnin_only,ok,,0.7299174551365714,0.8277071761562382,0.9438388609996764,5,1,0,0,4,4,0,19,0.6896551724137931,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 120, ""diagnostic_score"": 187.31890869140625, ""cluster_size"": 200, ""persistence_count"": 1}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 183.35977172851562, ""cluster_size"": 95, ""persistence_count"": 1}, {""split_idx"": 1, ""old_K"": 3, ""proposed_K"": 4, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 240, ""diagnostic_score"": 181.25927734375, ""cluster_size"": 67, ""persistence_count"": 1}, {""split_idx"": 1, ""old_K"": 4, ""proposed_K"": 5, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 180.04083251953125, ""cluster_size"": 66, ""persistence_count"": 1}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,7,60,120,2,20,0.001,25,burnin_persistence,ok,,0.4004693624047339,0.4504622686301627,0.8022889380008564,3,0,0,1,2,2,0,18,0.7142857142857143,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 186.0272979736328, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 182.18666076660156, ""cluster_size"": 117, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,7,60,120,2,20,0.001,25,full_safeguard,ok,,0.9704560894579105,0.9528267554683132,0.9949630360006267,3,0,0,1,2,2,0,19,0.6896551724137931,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": 37820.9609375, ""split_loss"": 37611.5625, ""improvement"": 209.3984375, ""improvement_per_sample"": 1.0469921875, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 180, ""diagnostic_score"": 186.0272979736328, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": 37086.19921875, ""split_loss"": 36917.5390625, ""improvement"": 168.66015625, ""improvement_per_sample"": 0.84330078125, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 300, ""diagnostic_score"": 182.27992248535156, ""cluster_size"": 127, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,8,60,120,2,20,0.001,25,original,ok,,0.5821428903071549,0.7646968828733647,1.0063500689993816,6,1,0,0,4,4,0,12,0.9090909090909091,1.0,[]
matched_sparse_gaussian,200,100,10,3,2.0,3.0,8,60,120,2,20,0.001,25,burnin_only,ok,,0.8466112597501703,0.870538685304045,0.8953840980011591,5,1,0,0,4,4,0,13,0.8695652173913043,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 120, ""diagnostic_score"": 188.7710418701172, ""cluster_size"": 200, ""persistence_count"": 1}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 184.82884216308594, ""cluster_size"": 100, ""persistence_count"": 1}, {""split_idx"": 1, ""old_K"": 3, ""proposed_K"": 4, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 240, ""diagnostic_score"": 182.07357788085938, ""cluster_size"": 66, ""persistence_count"": 1}, {""split_idx"": 3, ""old_K"": 4, ""proposed_K"": 5, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 181.47235107421875, ""cluster_size"": 29, ""persistence_count"": 1}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,8,60,120,2,20,0.001,25,burnin_persistence,ok,,0.38669460362623526,0.45016816453070585,0.8053667259991926,3,0,0,1,2,2,0,12,0.9090909090909091,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 187.7747802734375, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 183.35623168945312, ""cluster_size"": 104, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,8,60,120,2,20,0.001,25,full_safeguard,ok,,0.9127857289988182,0.889911398162295,1.057954095000241,3,0,0,1,2,2,0,12,0.9090909090909091,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": 38110.36328125, ""split_loss"": 38049.55078125, ""improvement"": 60.8125, ""improvement_per_sample"": 0.3040625, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 180, ""diagnostic_score"": 187.7747802734375, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": 37369.66796875, ""split_loss"": 37230.2734375, ""improvement"": 139.39453125, ""improvement_per_sample"": 0.69697265625, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 300, ""diagnostic_score"": 183.36349487304688, ""cluster_size"": 109, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,9,60,120,2,20,0.001,25,original,ok,,0.5552685769110793,0.7219920318065799,1.0413903740009118,6,1,0,0,4,4,0,35,0.4444444444444444,1.0,[]
matched_sparse_gaussian,200,100,10,3,2.0,3.0,9,60,120,2,20,0.001,25,burnin_only,ok,,0.6957453660251681,0.7896784348309823,0.9221489239989751,5,1,0,0,4,4,0,33,0.46511627906976744,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 120, ""diagnostic_score"": 182.4404296875, ""cluster_size"": 200, ""persistence_count"": 1}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 178.2073974609375, ""cluster_size"": 95, ""persistence_count"": 1}, {""split_idx"": 2, ""old_K"": 3, ""proposed_K"": 4, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 240, ""diagnostic_score"": 175.38302612304688, ""cluster_size"": 67, ""persistence_count"": 1}, {""split_idx"": 1, ""old_K"": 4, ""proposed_K"": 5, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 174.82574462890625, ""cluster_size"": 68, ""persistence_count"": 1}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,9,60,120,2,20,0.001,25,burnin_persistence,ok,,0.49112053276142925,0.5225820618682339,0.9378836079995381,3,0,0,1,2,2,0,38,0.4166666666666667,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 181.07284545898438, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 177.00904846191406, ""cluster_size"": 125, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,9,60,120,2,20,0.001,25,full_safeguard,ok,,0.9271769606649515,0.8971604079088178,1.381810017999669,3,0,0,1,2,2,0,37,0.425531914893617,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": 37003.45703125, ""split_loss"": 36884.8828125, ""improvement"": 118.57421875, ""improvement_per_sample"": 0.59287109375, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 180, ""diagnostic_score"": 181.07284545898438, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": 36274.20703125, ""split_loss"": 36137.46875, ""improvement"": 136.73828125, ""improvement_per_sample"": 0.68369140625, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 300, ""diagnostic_score"": 177.0147247314453, ""cluster_size"": 129, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,10,60,120,2,20,0.001,25,original,ok,,0.6954869319517532,0.7860321618792201,1.4558390930014866,6,1,0,0,4,4,0,27,0.5405405405405406,1.0,[]
matched_sparse_gaussian,200,100,10,3,2.0,3.0,10,60,120,2,20,0.001,25,burnin_only,ok,,0.7157114005456473,0.8103786581033332,1.3250669469998684,5,1,0,0,4,4,0,26,0.5555555555555556,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 120, ""diagnostic_score"": 184.5986785888672, ""cluster_size"": 200, ""persistence_count"": 1}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 180.72694396972656, ""cluster_size"": 99, ""persistence_count"": 1}, {""split_idx"": 2, ""old_K"": 3, ""proposed_K"": 4, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 240, ""diagnostic_score"": 177.67929077148438, ""cluster_size"": 67, ""persistence_count"": 1}, {""split_idx"": 0, ""old_K"": 4, ""proposed_K"": 5, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 177.2921905517578, ""cluster_size"": 68, ""persistence_count"": 1}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,10,60,120,2,20,0.001,25,burnin_persistence,ok,,0.48909873154532746,0.5683727124569989,0.960992364998674,3,0,0,1,2,2,0,29,0.5128205128205128,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 183.1747589111328, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 178.7342071533203, ""cluster_size"": 102, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,10,60,120,2,20,0.001,25,full_safeguard,ok,,0.7346945495718307,0.7436288773203149,0.9946277729995927,3,0,0,1,2,2,0,29,0.5128205128205128,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": 37400.59765625, ""split_loss"": 37370.8671875, ""improvement"": 29.73046875, ""improvement_per_sample"": 0.14865234375, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 180, ""diagnostic_score"": 183.1747589111328, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": 36732.76953125, ""split_loss"": 36661.8125, ""improvement"": 70.95703125, ""improvement_per_sample"": 0.35478515625, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 300, ""diagnostic_score"": 178.51390075683594, ""cluster_size"": 101, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,11,60,120,2,20,0.001,25,original,ok,,0.571289317413266,0.7618138612492533,1.054867546999958,6,1,0,0,4,4,0,32,0.47619047619047616,1.0,[]
matched_sparse_gaussian,200,100,10,3,2.0,3.0,11,60,120,2,20,0.001,25,burnin_only,ok,,0.7224503434015257,0.8261039477742997,0.9221978719997423,5,1,0,0,4,4,0,34,0.45454545454545453,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 120, ""diagnostic_score"": 182.8722686767578, ""cluster_size"": 200, ""persistence_count"": 1}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 178.9170379638672, ""cluster_size"": 102, ""persistence_count"": 1}, {""split_idx"": 1, ""old_K"": 3, ""proposed_K"": 4, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 240, ""diagnostic_score"": 176.42352294921875, ""cluster_size"": 65, ""persistence_count"": 1}, {""split_idx"": 0, ""old_K"": 4, ""proposed_K"": 5, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 175.3087158203125, ""cluster_size"": 68, ""persistence_count"": 1}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,11,60,120,2,20,0.001,25,burnin_persistence,ok,,0.42353728896988074,0.473475382470788,0.7957245790003071,3,0,0,1,2,2,0,36,0.43478260869565216,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 181.68678283691406, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 177.4891815185547, ""cluster_size"": 113, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,11,60,120,2,20,0.001,25,full_safeguard,ok,,0.8329771837649038,0.82143045183813,1.0061496029993577,3,0,0,1,2,2,0,34,0.45454545454545453,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": 37112.953125, ""split_loss"": 37014.40234375, ""improvement"": 98.55078125, ""improvement_per_sample"": 0.49275390625, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 180, ""diagnostic_score"": 181.68678283691406, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": 36417.47265625, ""split_loss"": 36387.27734375, ""improvement"": 30.1953125, ""improvement_per_sample"": 0.1509765625, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 300, ""diagnostic_score"": 177.69314575195312, ""cluster_size"": 123, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,12,60,120,2,20,0.001,25,original,ok,,0.5637146350173406,0.7461901350816492,1.0731186489992979,6,1,0,0,4,4,0,23,0.6060606060606061,1.0,[]
matched_sparse_gaussian,200,100,10,3,2.0,3.0,12,60,120,2,20,0.001,25,burnin_only,ok,,0.8058949118076637,0.8230293877045344,0.9483345410008042,5,1,0,0,4,4,0,25,0.5714285714285714,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 120, ""diagnostic_score"": 183.05917358398438, ""cluster_size"": 200, ""persistence_count"": 1}, {""split_idx"": 0, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 179.091064453125, ""cluster_size"": 93, ""persistence_count"": 1}, {""split_idx"": 2, ""old_K"": 3, ""proposed_K"": 4, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 240, ""diagnostic_score"": 178.9987030029297, ""cluster_size"": 51, ""persistence_count"": 1}, {""split_idx"": 2, ""old_K"": 4, ""proposed_K"": 5, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 175.95245361328125, ""cluster_size"": 46, ""persistence_count"": 1}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,12,60,120,2,20,0.001,25,burnin_persistence,ok,,0.43237373381003535,0.4842295164820509,0.8228800110009615,3,0,0,1,2,2,0,29,0.5128205128205128,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 180, ""diagnostic_score"": 181.71421813964844, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": NaN, ""split_loss"": NaN, ""improvement"": NaN, ""improvement_per_sample"": NaN, ""accept_tol_per_sample"": NaN, ""accepted"": true, ""acceptance_mode"": ""accept_all_eligible"", ""epoch"": 300, ""diagnostic_score"": 177.51344299316406, ""cluster_size"": 125, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,12,60,120,2,20,0.001,25,full_safeguard,ok,,0.9409213060835389,0.9118875506979627,1.4664333849996183,3,0,0,1,2,2,0,25,0.5714285714285714,1.0,"[{""split_idx"": 0, ""old_K"": 1, ""proposed_K"": 2, ""null_loss"": 37174.59375, ""split_loss"": 37055.53125, ""improvement"": 119.0625, ""improvement_per_sample"": 0.5953125, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 180, ""diagnostic_score"": 181.71421813964844, ""cluster_size"": 200, ""persistence_count"": 2}, {""split_idx"": 1, ""old_K"": 2, ""proposed_K"": 3, ""null_loss"": 36456.53515625, ""split_loss"": 36365.12890625, ""improvement"": 91.40625, ""improvement_per_sample"": 0.45703125, ""accept_tol_per_sample"": 0.001, ""accepted"": true, ""epoch"": 300, ""diagnostic_score"": 177.55067443847656, ""cluster_size"": 128, ""persistence_count"": 2}]"
matched_sparse_gaussian,200,100,10,3,2.0,3.0,13,60,120,2,20,0.001,25,original,ok,,0.6847137981958661,0.7781686561592103,1.8704292300008092,6,1,0,0,4,4,0,18,0.7142857142857143,1.0,[]
