scenario,n,d,k,d_info,delta,noise_sd,seed,method,status,error,ARI,NMI,runtime_sec,final_K,active_dims,feature_f1_thresh,feature_f1_topd
high_dim_scaling,600,2000,3,10,2.0,3.0,7,DIVI-Info,ok,,0.3888064978657835,0.49543669248106,25.353420302999893,3,485.0,0.04040404040404041,1.0
high_dim_scaling,600,2000,3,10,2.0,3.0,7,K-means,ok,,0.35271789708870827,0.35190699047484714,0.4246051200000238,3,,,
high_dim_scaling,600,2000,3,10,2.0,3.0,7,diag-GMM,ok,,0.07640336040220164,0.07993356927149314,0.5238428589998421,3,,,
high_dim_scaling,600,2000,3,10,2.0,3.0,7,PCA(50)+K-means,ok,,0.36834959987695504,0.40475358609002793,0.1970154769999226,3,50.0,,
high_dim_scaling,600,2000,3,10,2.0,3.0,7,PCA(50)+diag-GMM,ok,,0.4120050519003861,0.42998482730001353,0.27160877599999367,3,50.0,,
high_dim_scaling,600,2000,3,10,2.0,3.0,8,DIVI-Info,ok,,0.4261326706530814,0.5827023971283087,23.39646086699986,3,838.0,0.02358490566037736,0.7
high_dim_scaling,600,2000,3,10,2.0,3.0,8,K-means,ok,,0.09187824688238201,0.09486928290969392,0.49405002899993633,3,,,
high_dim_scaling,600,2000,3,10,2.0,3.0,8,diag-GMM,ok,,0.04259224359889302,0.03960448363843661,0.4391308189999563,3,,,
high_dim_scaling,600,2000,3,10,2.0,3.0,8,PCA(50)+K-means,ok,,0.37852246435846865,0.4152283499076155,0.20766721200016036,3,50.0,,
high_dim_scaling,600,2000,3,10,2.0,3.0,8,PCA(50)+diag-GMM,ok,,0.49437796196966793,0.5843955851650929,0.25892758000009053,3,50.0,,
high_dim_scaling,600,2000,3,10,2.0,3.0,9,DIVI-Info,ok,,0.41637588233449396,0.5548961969550512,26.035572154999954,3,721.0,0.027359781121751026,1.0
high_dim_scaling,600,2000,3,10,2.0,3.0,9,K-means,ok,,0.23442588260225317,0.21496004487216355,0.7501607739998235,3,,,
high_dim_scaling,600,2000,3,10,2.0,3.0,9,diag-GMM,ok,,0.10182399041992228,0.09186473210424971,0.8161313630000677,3,,,
high_dim_scaling,600,2000,3,10,2.0,3.0,9,PCA(50)+K-means,ok,,0.352382077519314,0.3774438489694845,0.320858305999991,3,50.0,,
high_dim_scaling,600,2000,3,10,2.0,3.0,9,PCA(50)+diag-GMM,ok,,0.4012250571480962,0.45622672206438697,0.4420603060000303,3,50.0,,
high_dim_scaling,600,2000,3,10,2.0,3.0,10,DIVI-Info,ok,,0.41905234425080135,0.5639125992377173,23.04410310100002,3,921.0,0.021482277121374866,0.6
high_dim_scaling,600,2000,3,10,2.0,3.0,10,K-means,ok,,0.08097663817200197,0.06934836536640965,0.38982037100004163,3,,,
high_dim_scaling,600,2000,3,10,2.0,3.0,10,diag-GMM,ok,,0.003898475702975059,0.01594459817047355,0.32848125100008474,3,,,
high_dim_scaling,600,2000,3,10,2.0,3.0,10,PCA(50)+K-means,ok,,0.39436347994139137,0.4318462666990754,0.19357724599990433,3,50.0,,
high_dim_scaling,600,2000,3,10,2.0,3.0,10,PCA(50)+diag-GMM,ok,,0.3073228345524442,0.3932709134523262,0.27296344900014446,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,1,DIVI-Info,ok,,0.07436257890323617,0.084135137627264,2.2380700620001335,3,292.0,0.06622516556291391,0.8
weak_signal,200,500,3,10,1.0,3.0,1,K-means,ok,,0.09312222192855277,0.10991902441996797,0.07144685299999765,3,,,
weak_signal,200,500,3,10,1.0,3.0,1,diag-GMM,ok,,0.03826649300857915,0.049756307992312156,0.08083017700005257,3,,,
weak_signal,200,500,3,10,1.0,3.0,1,PCA(50)+K-means,ok,,0.06958359397926683,0.08723205758269532,0.08472595099988212,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,1,PCA(50)+diag-GMM,ok,,0.003349991663159933,0.014578314305931164,0.1474023529999613,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,2,DIVI-Info,ok,,0.37495702115830715,0.4408815351440699,2.625305669999989,3,204.0,0.09345794392523364,1.0
weak_signal,200,500,3,10,1.0,3.0,2,K-means,ok,,0.22156420174304836,0.19889890091600246,0.06933484699993642,3,,,
weak_signal,200,500,3,10,1.0,3.0,2,diag-GMM,ok,,0.16208991554418942,0.15159106984887785,0.08590568399995391,3,,,
weak_signal,200,500,3,10,1.0,3.0,2,PCA(50)+K-means,ok,,0.19259479719141073,0.16941772685195025,0.08179554899993491,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,2,PCA(50)+diag-GMM,ok,,0.017859852844499945,0.06823528703789665,0.15342853900006048,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,3,DIVI-Info,ok,,-0.0006510169978014939,0.0066896486474694004,2.2861751519999416,3,241.0,0.0796812749003984,0.8
weak_signal,200,500,3,10,1.0,3.0,3,K-means,ok,,0.018687648301980015,0.02576078685600402,0.04379982399996152,3,,,
weak_signal,200,500,3,10,1.0,3.0,3,diag-GMM,ok,,0.005541049221094971,0.017434009833849445,0.05864449599994259,3,,,
weak_signal,200,500,3,10,1.0,3.0,3,PCA(50)+K-means,ok,,0.051676232537343395,0.05610549204720163,0.04935650299989902,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,3,PCA(50)+diag-GMM,ok,,0.002386735881291677,0.011319663154682472,0.09688697100000354,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,4,DIVI-Info,ok,,0.2986658118838198,0.3238682778542719,2.0350500879999345,3,323.0,0.06006006006006006,0.0
weak_signal,200,500,3,10,1.0,3.0,4,K-means,ok,,0.10555445530945412,0.12149806499847174,0.04769522500009771,3,,,
weak_signal,200,500,3,10,1.0,3.0,4,diag-GMM,ok,,0.0018328581231367455,0.010327953084841036,0.05812034299992774,3,,,
weak_signal,200,500,3,10,1.0,3.0,4,PCA(50)+K-means,ok,,0.14347897285192038,0.18607281643411616,0.05132815399997526,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,4,PCA(50)+diag-GMM,ok,,-0.00686622484850097,0.0029194723668753446,0.0973507389999213,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,5,DIVI-Info,ok,,0.35245964804627744,0.41721180392259893,2.002781163999998,3,186.0,0.10204081632653061,1.0
weak_signal,200,500,3,10,1.0,3.0,5,K-means,ok,,0.13437372729844851,0.11644155514409642,0.04661350599985781,3,,,
weak_signal,200,500,3,10,1.0,3.0,5,diag-GMM,ok,,0.07947832597748337,0.07765641860495032,0.06594189300017206,3,,,
weak_signal,200,500,3,10,1.0,3.0,5,PCA(50)+K-means,ok,,0.1261290368658448,0.1371621056038746,0.05175668600008976,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,5,PCA(50)+diag-GMM,ok,,0.013904608089086818,0.03906213327350095,0.10661417500000425,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,6,DIVI-Info,ok,,0.3405658896016291,0.399430904181357,2.0181248549999964,3,216.0,0.08849557522123894,0.9
weak_signal,200,500,3,10,1.0,3.0,6,K-means,ok,,0.1295727478341435,0.1304978463433788,0.04712157200015099,3,,,
weak_signal,200,500,3,10,1.0,3.0,6,diag-GMM,ok,,0.008214970352106611,0.05831225295492365,0.04407079299994621,3,,,
weak_signal,200,500,3,10,1.0,3.0,6,PCA(50)+K-means,ok,,0.26387866772692115,0.2831780106620449,0.05230461099995409,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,6,PCA(50)+diag-GMM,ok,,0.015428852074417519,0.05472425752339171,0.09788857299986375,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,7,DIVI-Info,ok,,0.35901170444347597,0.43805851536731555,2.23782372200003,3,226.0,0.0847457627118644,0.8
weak_signal,200,500,3,10,1.0,3.0,7,K-means,ok,,0.06269691187744209,0.07935540171425563,0.07061034200000904,3,,,
weak_signal,200,500,3,10,1.0,3.0,7,diag-GMM,ok,,0.002686236119035174,0.00898808042912779,0.08210126500011938,3,,,
weak_signal,200,500,3,10,1.0,3.0,7,PCA(50)+K-means,ok,,0.20626413071657818,0.20806775303482766,0.09122383499993703,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,7,PCA(50)+diag-GMM,ok,,-0.0009185692487025926,0.00878014494480892,0.15405369100017197,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,8,DIVI-Info,ok,,0.34990061956046176,0.41630410302119,2.6455759589998706,3,271.0,0.0711743772241993,0.2
weak_signal,200,500,3,10,1.0,3.0,8,K-means,ok,,0.18859814976505632,0.21351427701184644,0.07027489600000081,3,,,
weak_signal,200,500,3,10,1.0,3.0,8,diag-GMM,ok,,0.1773820687244584,0.19473661680153295,0.07844924799996988,3,,,
weak_signal,200,500,3,10,1.0,3.0,8,PCA(50)+K-means,ok,,0.1276297956761794,0.15719230826877714,0.08022972000003392,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,8,PCA(50)+diag-GMM,ok,,0.006251116106358263,0.014680853423963315,0.19038209399991501,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,9,DIVI-Info,ok,,0.32780432716050995,0.3465277605469799,2.263405912000053,3,280.0,0.06896551724137931,0.6
weak_signal,200,500,3,10,1.0,3.0,9,K-means,ok,,0.04375944642390619,0.058363361600222895,0.04133187399997951,3,,,
weak_signal,200,500,3,10,1.0,3.0,9,diag-GMM,ok,,-4.197542931208074e-06,0.01143522841887581,0.053738771999860546,3,,,
weak_signal,200,500,3,10,1.0,3.0,9,PCA(50)+K-means,ok,,0.1561888715088476,0.14960682636284792,0.049451003999820387,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,9,PCA(50)+diag-GMM,ok,,0.015436047059558951,0.02206495456990002,0.08797739099986757,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,10,DIVI-Info,ok,,0.38726433815964983,0.4232524105758919,2.0130931630001214,3,231.0,0.08298755186721991,0.9
weak_signal,200,500,3,10,1.0,3.0,10,K-means,ok,,0.245740823446519,0.24364328847469352,0.04686463799998819,3,,,
weak_signal,200,500,3,10,1.0,3.0,10,diag-GMM,ok,,0.030500798790540948,0.036855734646060144,0.05140519500014307,3,,,
weak_signal,200,500,3,10,1.0,3.0,10,PCA(50)+K-means,ok,,0.18198823198616962,0.21609006504256922,0.05055072100003599,3,50.0,,
weak_signal,200,500,3,10,1.0,3.0,10,PCA(50)+diag-GMM,ok,,0.0003209802441814926,0.010697433441741224,0.09313203200008502,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,1,DIVI-Info,ok,,0.38464144135096145,0.4434635566501659,1.9971968340000785,3,170.0,0.1111111111111111,1.0
weak_signal,200,500,3,10,1.5,3.0,1,K-means,ok,,0.19304381859129965,0.21151632306499582,0.054012205999924845,3,,,
weak_signal,200,500,3,10,1.5,3.0,1,diag-GMM,ok,,0.11061643706539213,0.1323510174319356,0.05569288699985009,3,,,
weak_signal,200,500,3,10,1.5,3.0,1,PCA(50)+K-means,ok,,0.30551083221043335,0.34498645784104565,0.05395229400005519,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,1,PCA(50)+diag-GMM,ok,,-0.0026729441615849178,0.009582415978041105,0.10418800499996905,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,2,DIVI-Info,ok,,0.7707161898432566,0.7631379847994927,2.0615704000001642,3,123.0,0.15037593984962405,1.0
weak_signal,200,500,3,10,1.5,3.0,2,K-means,ok,,0.34861469238882425,0.348550780856718,0.052669413000103305,3,,,
weak_signal,200,500,3,10,1.5,3.0,2,diag-GMM,ok,,0.3883828220847598,0.40785494712197645,0.058933341000056316,3,,,
weak_signal,200,500,3,10,1.5,3.0,2,PCA(50)+K-means,ok,,0.32494187005012237,0.32932623736826894,0.05311690500002442,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,2,PCA(50)+diag-GMM,ok,,0.03499629491388219,0.06599414110813155,0.11091086699980224,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,3,DIVI-Info,ok,,0.36664064877164665,0.4395068309411615,2.262465694999946,3,106.0,0.1724137931034483,1.0
weak_signal,200,500,3,10,1.5,3.0,3,K-means,ok,,0.30506168218593455,0.2833855111115772,0.07648839200010116,3,,,
weak_signal,200,500,3,10,1.5,3.0,3,diag-GMM,ok,,0.38884029825080735,0.40247888268841125,0.11377429000003758,3,,,
weak_signal,200,500,3,10,1.5,3.0,3,PCA(50)+K-means,ok,,0.2897247756720907,0.2991912837586411,0.08231915699980163,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,3,PCA(50)+diag-GMM,ok,,0.0021973165050662388,0.029010047648817285,0.11660163300007298,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,4,DIVI-Info,ok,,0.3657471715917645,0.44038620343071627,2.6984122609999304,3,227.0,0.08438818565400844,1.0
weak_signal,200,500,3,10,1.5,3.0,4,K-means,ok,,0.2370491283566646,0.24166042234932025,0.09032191899996178,3,,,
weak_signal,200,500,3,10,1.5,3.0,4,diag-GMM,ok,,0.24211584185793672,0.24334507595820648,0.0861385660000451,3,,,
weak_signal,200,500,3,10,1.5,3.0,4,PCA(50)+K-means,ok,,0.3478606626129801,0.3578351224624345,0.08293514199999663,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,4,PCA(50)+diag-GMM,ok,,0.2859532945795213,0.3104819926656162,0.14732170899992525,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,5,DIVI-Info,ok,,0.3817718554283122,0.48690731631470674,2.2490941609999027,3,142.0,0.13157894736842105,1.0
weak_signal,200,500,3,10,1.5,3.0,5,K-means,ok,,0.2935659392323242,0.30157893874292563,0.05539852600008999,3,,,
weak_signal,200,500,3,10,1.5,3.0,5,diag-GMM,ok,,0.39991470534744356,0.4354769007153508,0.07256442100015192,3,,,
weak_signal,200,500,3,10,1.5,3.0,5,PCA(50)+K-means,ok,,0.36615594795030526,0.40176788789154627,0.056389596999906644,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,5,PCA(50)+diag-GMM,ok,,0.02872138127534384,0.045509909002494874,0.0766351190000023,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,6,DIVI-Info,ok,,0.4634041696120566,0.5247134141406912,2.0228840470001614,3,138.0,0.13513513513513514,1.0
weak_signal,200,500,3,10,1.5,3.0,6,K-means,ok,,0.3100241332733985,0.3480366581945042,0.058124596999959977,3,,,
weak_signal,200,500,3,10,1.5,3.0,6,diag-GMM,ok,,0.34824621227082103,0.37187118381393713,0.06747201799998948,3,,,
weak_signal,200,500,3,10,1.5,3.0,6,PCA(50)+K-means,ok,,0.340917033759168,0.39047656966772754,0.05546452599992335,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,6,PCA(50)+diag-GMM,ok,,-0.0032333566319089958,0.005850614622643421,0.09539860500012765,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,7,DIVI-Info,ok,,0.8447463622100733,0.8222658269343585,2.0643654030000107,3,131.0,0.14184397163120568,1.0
weak_signal,200,500,3,10,1.5,3.0,7,K-means,ok,,0.3006186913761662,0.3370541095517956,0.0512132539997765,3,,,
weak_signal,200,500,3,10,1.5,3.0,7,diag-GMM,ok,,0.08643701240052856,0.13549143428987326,0.06357562599987432,3,,,
weak_signal,200,500,3,10,1.5,3.0,7,PCA(50)+K-means,ok,,0.36776790114070473,0.390870734429306,0.05921638500012705,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,7,PCA(50)+diag-GMM,ok,,0.021178203106243625,0.028760290697672167,0.07805619299961108,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,8,DIVI-Info,ok,,0.3762327446391406,0.4785514401685438,2.0463018959999317,3,132.0,0.14084507042253522,1.0
weak_signal,200,500,3,10,1.5,3.0,8,K-means,ok,,0.33750910747019686,0.3753899675699471,0.05878576699979021,3,,,
weak_signal,200,500,3,10,1.5,3.0,8,diag-GMM,ok,,0.4061571726729359,0.4665536118152592,0.06755099299971334,3,,,
weak_signal,200,500,3,10,1.5,3.0,8,PCA(50)+K-means,ok,,0.3725521304762458,0.3938119062781175,0.05387191099998745,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,8,PCA(50)+diag-GMM,ok,,0.16829603029929438,0.23362336098410363,0.07319647299982535,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,9,DIVI-Info,ok,,0.7219432157076461,0.7020837191346543,2.340644992000307,3,126.0,0.14705882352941177,1.0
weak_signal,200,500,3,10,1.5,3.0,9,K-means,ok,,0.23970978617679514,0.2520020909223666,0.07131302200014034,3,,,
weak_signal,200,500,3,10,1.5,3.0,9,diag-GMM,ok,,0.13055648088201935,0.15843003443152232,0.07632730599971183,3,,,
weak_signal,200,500,3,10,1.5,3.0,9,PCA(50)+K-means,ok,,0.35919224948102113,0.414625495879696,0.11346460599997954,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,9,PCA(50)+diag-GMM,ok,,0.03461882558446461,0.128912261497221,0.1435337529997014,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,10,DIVI-Info,ok,,0.48213750430143604,0.5368063480534426,2.712922069000342,3,197.0,0.0966183574879227,1.0
weak_signal,200,500,3,10,1.5,3.0,10,K-means,ok,,0.21860343997973133,0.22242782590702476,0.08238910199997918,3,,,
weak_signal,200,500,3,10,1.5,3.0,10,diag-GMM,ok,,0.13056530411519718,0.1386178676377824,0.07472051500008092,3,,,
weak_signal,200,500,3,10,1.5,3.0,10,PCA(50)+K-means,ok,,0.3118414182806181,0.31608726044674046,0.08470882099982191,3,50.0,,
weak_signal,200,500,3,10,1.5,3.0,10,PCA(50)+diag-GMM,ok,,0.04215246984535004,0.12430044107546923,0.1982886799996777,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,1,DIVI-Info,ok,,0.9553449676193203,0.929136330508019,2.4973684290002893,3,107.0,0.17094017094017094,1.0
weak_signal,200,500,3,10,2.0,3.0,1,K-means,ok,,0.2207133350120589,0.25230626474528695,0.06894232300010117,3,,,
weak_signal,200,500,3,10,2.0,3.0,1,diag-GMM,ok,,0.36210126102420587,0.40514645188715626,0.10635813499993674,3,,,
weak_signal,200,500,3,10,2.0,3.0,1,PCA(50)+K-means,ok,,0.43352478025848873,0.46794211549964354,0.05542773599972861,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,1,PCA(50)+diag-GMM,ok,,0.0879004733479753,0.22328580793597597,0.12684980800031553,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,2,DIVI-Info,ok,,0.9851149892064401,0.9763780799682114,2.428463587999886,3,104.0,0.17543859649122806,1.0
weak_signal,200,500,3,10,2.0,3.0,2,K-means,ok,,0.4074996889971595,0.4400518895024222,0.06520544700015307,3,,,
weak_signal,200,500,3,10,2.0,3.0,2,diag-GMM,ok,,0.41704295031173166,0.45450954533146753,0.05702625999992961,3,,,
weak_signal,200,500,3,10,2.0,3.0,2,PCA(50)+K-means,ok,,0.42843214443150196,0.47691807086551896,0.05075597699988066,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,2,PCA(50)+diag-GMM,ok,,0.08921997407709514,0.15305772080891908,0.12055155200005174,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,3,DIVI-Info,ok,,1.0,1.0,2.471562148999965,3,96.0,0.18867924528301888,1.0
weak_signal,200,500,3,10,2.0,3.0,3,K-means,ok,,0.3467334291508666,0.37159814622178905,0.07481473200004984,3,,,
weak_signal,200,500,3,10,2.0,3.0,3,diag-GMM,ok,,0.4080234514348701,0.4354512530678943,0.06921701300007044,3,,,
weak_signal,200,500,3,10,2.0,3.0,3,PCA(50)+K-means,ok,,0.4229994419761403,0.4591529332451263,0.05390523999994912,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,3,PCA(50)+diag-GMM,ok,,0.14021971527212312,0.24958249440486122,0.10027871699958268,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,4,DIVI-Info,ok,,0.9848889043575839,0.9763090425173028,2.614076581000063,3,111.0,0.1652892561983471,1.0
weak_signal,200,500,3,10,2.0,3.0,4,K-means,ok,,0.398890204126701,0.45253126441548747,0.11316036799962603,3,,,
weak_signal,200,500,3,10,2.0,3.0,4,diag-GMM,ok,,0.4128720725824101,0.4635204349230466,0.11660714099980396,3,,,
weak_signal,200,500,3,10,2.0,3.0,4,PCA(50)+K-means,ok,,0.36963503758736194,0.4044750288299714,0.0988317440001083,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,4,PCA(50)+diag-GMM,ok,,0.3959483185506012,0.41396292216779895,0.14352044599991132,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,5,DIVI-Info,ok,,1.0,1.0,3.132624420999946,3,104.0,0.17543859649122806,1.0
weak_signal,200,500,3,10,2.0,3.0,5,K-means,ok,,0.3541910284858932,0.36407157661975914,0.08682710099992619,3,,,
weak_signal,200,500,3,10,2.0,3.0,5,diag-GMM,ok,,0.4067090995791263,0.45010824196532423,0.12828066400015814,3,,,
weak_signal,200,500,3,10,2.0,3.0,5,PCA(50)+K-means,ok,,0.45253173790110385,0.4941865446094877,0.09244310300027792,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,5,PCA(50)+diag-GMM,ok,,0.41836242318345207,0.4612537261350382,0.16190357499999664,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,6,DIVI-Info,ok,,1.0,1.0,2.3755145979998815,3,101.0,0.18018018018018017,1.0
weak_signal,200,500,3,10,2.0,3.0,6,K-means,ok,,0.3518534477309338,0.38352464110277174,0.06289412099977199,3,,,
weak_signal,200,500,3,10,2.0,3.0,6,diag-GMM,ok,,0.4246739975305472,0.48005789308604524,0.0574064110001018,3,,,
weak_signal,200,500,3,10,2.0,3.0,6,PCA(50)+K-means,ok,,0.4263450899078539,0.4812434696540968,0.06634878600016236,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,6,PCA(50)+diag-GMM,ok,,0.0963159622518169,0.21254226389788564,0.11562229299988758,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,7,DIVI-Info,ok,,1.0,1.0,2.4768891169997005,3,106.0,0.1724137931034483,1.0
weak_signal,200,500,3,10,2.0,3.0,7,K-means,ok,,0.3584842522638418,0.4372910083232623,0.06341156000007686,3,,,
weak_signal,200,500,3,10,2.0,3.0,7,diag-GMM,ok,,0.4262764388011364,0.4922775184055821,0.07040267100001074,3,,,
weak_signal,200,500,3,10,2.0,3.0,7,PCA(50)+K-means,ok,,0.43320301102797215,0.47743586834471347,0.05475976500019897,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,7,PCA(50)+diag-GMM,ok,,0.21284431490237965,0.34892018218589305,0.09320148599999811,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,8,DIVI-Info,ok,,1.0,1.0,2.3152623569999378,3,97.0,0.18691588785046728,1.0
weak_signal,200,500,3,10,2.0,3.0,8,K-means,ok,,0.31792184735778367,0.34759905166876287,0.057732133000172325,3,,,
weak_signal,200,500,3,10,2.0,3.0,8,diag-GMM,ok,,0.4401372799586807,0.5221725849938582,0.06908139100005428,3,,,
weak_signal,200,500,3,10,2.0,3.0,8,PCA(50)+K-means,ok,,0.38203929029684985,0.41422769608193344,0.05178187199999229,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,8,PCA(50)+diag-GMM,ok,,0.43477653591053367,0.4651177949206658,0.0805009880000398,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,9,DIVI-Info,ok,,1.0,1.0,2.576498847000039,3,101.0,0.18018018018018017,1.0
weak_signal,200,500,3,10,2.0,3.0,9,K-means,ok,,0.3555951341133263,0.4136230912942235,0.08052441500012719,3,,,
weak_signal,200,500,3,10,2.0,3.0,9,diag-GMM,ok,,0.3650045378225926,0.43777498770464024,0.0979145320002317,3,,,
weak_signal,200,500,3,10,2.0,3.0,9,PCA(50)+K-means,ok,,0.40060393918394027,0.4244334088056654,0.08675997899990762,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,9,PCA(50)+diag-GMM,ok,,0.3750215387473416,0.4224266218898028,0.13397735800026567,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,10,DIVI-Info,ok,,1.0,1.0,3.1679655420002746,3,102.0,0.17857142857142858,1.0
weak_signal,200,500,3,10,2.0,3.0,10,K-means,ok,,0.3246675169326447,0.35777046842869215,0.1030270019996351,3,,,
weak_signal,200,500,3,10,2.0,3.0,10,diag-GMM,ok,,0.34031071368817917,0.37431533490262364,0.07776636600010534,3,,,
weak_signal,200,500,3,10,2.0,3.0,10,PCA(50)+K-means,ok,,0.3772675607710873,0.436993636058357,0.08593445899987273,3,50.0,,
weak_signal,200,500,3,10,2.0,3.0,10,PCA(50)+diag-GMM,ok,,0.11237372544728824,0.23127266641778088,0.15953647299966178,3,50.0,,
