experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,runtime_axis,runtime_value,baseline_timeout_sec,baseline_converged_flag
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed2__spkm,run_divi_runtime_synth.py,2026-03-25T09:04:43Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326,2,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9946081072363442,0.9878178584818714,nan,0.9982,571,0.571,nan,nan,nan,nan,nan,nan,nan,5.753115,nan,5.753115,nan,nan,nan,1173.234375,ok,False,,,N,5000,nan,True
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed3__divi,run_divi_runtime_synth.py,2026-03-25T09:07:31Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326,3,divi,1,divi,5000.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8639999186678575,0.8926021448832319,nan,0.8344,10,0.01,0.17999835312366486,0.1594143658876419,9895810.0,9720845.0,174965.0,9751536.0,28.85470199584961,167.5961472480003,6.169548193000082,160.72295597099946,0.4988630079997165,0.6923913680002443,0.5357431865699982,1135.2109375,ok,False,,,N,5000,nan,True
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed3__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:07:33Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326,3,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9815236715844934,0.9653005389871075,nan,0.9938,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.198784,nan,2.198784,nan,nan,nan,1135.2109375,ok,False,,,N,5000,nan,True
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed3__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:07:57Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326,3,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9762108976597886,0.9570363910935543,nan,0.992,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.836325,nan,23.836325,nan,nan,nan,1135.2109375,ok,False,,,N,5000,nan,True
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed3__spkm,run_divi_runtime_synth.py,2026-03-25T09:08:04Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326,3,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9946081072363442,0.9878178584818714,nan,0.9982,571,0.571,nan,nan,nan,nan,nan,nan,nan,6.789692,nan,6.789692,nan,nan,nan,1135.2109375,ok,False,,,N,5000,nan,True
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed4__divi,run_divi_runtime_synth.py,2026-03-25T09:10:43Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326,4,divi,1,divi,5000.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.9285634117468117,0.9142102125462194,nan,0.9506,10,0.01,0.18037743866443634,0.16186219453811646,9896898.0,9716531.0,180367.0,9751061.0,29.167449951171875,158.5703981380002,6.172439029000088,151.72381948099974,0.30261170100129675,0.6625584990006246,0.5057460649366657,941.2265625,ok,False,,,N,5000,nan,True
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed4__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:10:45Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326,4,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9809305636142881,0.9643814906249447,nan,0.9936,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.20277,nan,2.20277,nan,nan,nan,941.2265625,ok,False,,,N,5000,nan,True
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed4__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:11:09Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326,4,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9809261894450538,0.9640379094052256,nan,0.9936,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.808794,nan,23.808794,nan,nan,nan,941.2265625,ok,False,,,N,5000,nan,True
runtime_synth__synthetic_n5000_d1000_noise3.0__runtime_nscale__seed4__spkm,run_divi_runtime_synth.py,2026-03-25T09:11:15Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n5000_d1000_noise3.0,runtime_nscale,5000,1000,3,0.01,0.99,3.0,20265326,4,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9946081072363442,0.9878178584818714,nan,0.9982,571,0.571,nan,nan,nan,nan,nan,nan,nan,6.080091,nan,6.080091,nan,nan,nan,941.2265625,ok,False,,,N,5000,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed0__divi,run_divi_runtime_synth.py,2026-03-25T09:32:53Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,0,divi,1,divi,1000.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8790863947577888,0.9094849103554182,nan,0.879,10,0.1,0.28480473160743713,0.20451822876930237,187202.46875,179704.53125,7497.9375,183629.0625,3.573408365249634,3.832860349000839,0.1871559030005301,2.496771013999023,0.0068808130017714575,0.01035378300002776,0.00832257004666341,462.03515625,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed0__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:32:53Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,0,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.055017,nan,0.055017,nan,nan,nan,462.37109375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed0__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:32:54Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,0,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.463043,nan,0.463043,nan,nan,nan,464.15625,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed0__spkm,run_divi_runtime_synth.py,2026-03-25T09:32:54Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,0,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,95,0.95,nan,nan,nan,nan,nan,nan,nan,0.144248,nan,0.144248,nan,nan,nan,464.53125,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed1__divi,run_divi_runtime_synth.py,2026-03-25T09:32:57Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,1,divi,1,divi,1000.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8717912569048336,0.906079716572033,nan,0.858,10,0.1,0.2808740437030792,0.20185920596122742,187168.109375,177899.140625,9268.96875,183878.390625,3.2897229194641113,3.158796910000092,0.24354946600033145,2.9053169599992543,0.007470372998795938,0.008950483999797143,0.009684389866664181,464.93359375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed1__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:32:57Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,1,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.040014,nan,0.040014,nan,nan,nan,464.93359375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed1__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:32:57Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,1,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9970015045323003,0.9938029489046497,nan,0.999,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.096445,nan,0.096445,nan,nan,nan,464.9375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed1__spkm,run_divi_runtime_synth.py,2026-03-25T09:32:58Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,1,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,95,0.95,nan,nan,nan,nan,nan,nan,nan,0.115598,nan,0.115598,nan,nan,nan,464.9375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed2__divi,run_divi_runtime_synth.py,2026-03-25T09:33:00Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,2,divi,1,divi,1000.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8829865582560039,0.911349518786087,nan,0.887,10,0.1,0.2850266396999359,0.2068149298429489,187234.5,178575.171875,8659.328125,183602.8125,3.631682872772217,2.61632020199977,0.16691588499998034,2.4419008439999743,0.006255176998820389,0.00666811900009634,0.008139669479999915,475.26953125,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed2__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:00Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,2,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.044045,nan,0.044045,nan,nan,nan,475.2734375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed2__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:00Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,2,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.098796,nan,0.098796,nan,nan,nan,475.2734375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed2__spkm,run_divi_runtime_synth.py,2026-03-25T09:33:00Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,2,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,95,0.95,nan,nan,nan,nan,nan,nan,nan,0.1296,nan,0.1296,nan,nan,nan,475.2734375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed3__divi,run_divi_runtime_synth.py,2026-03-25T09:33:03Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,3,divi,1,divi,1000.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.869828316109374,0.9051810602393668,nan,0.848,10,0.1,0.28012406826019287,0.20178955793380737,187181.796875,175497.203125,11684.59375,183925.59375,3.2562038898468018,2.561743962000037,0.17422104500110436,2.3781059720004123,0.006230381000932539,0.00865544899897941,0.007927019906668041,478.21484375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed3__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:03Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,3,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03483,nan,0.03483,nan,nan,nan,478.21484375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed3__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:03Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,3,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0613,nan,0.0613,nan,nan,nan,478.21484375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed3__spkm,run_divi_runtime_synth.py,2026-03-25T09:33:03Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,3,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,95,0.95,nan,nan,nan,nan,nan,nan,nan,0.118022,nan,0.118022,nan,nan,nan,478.21484375,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed4__divi,run_divi_runtime_synth.py,2026-03-25T09:33:06Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,4,divi,1,divi,1000.0,1.0,80,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.86968590675457,0.9051161454734877,nan,0.847,10,0.1,0.28146541118621826,0.19316202402114868,187226.015625,178759.140625,8466.875,183830.328125,3.3956851959228516,2.4372553039993363,0.15946423500099627,2.270447052998861,0.006552325998200104,0.00657240700093098,0.007568156843329538,475.29296875,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed4__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:06Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,4,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.053665,nan,0.053665,nan,nan,nan,475.29296875,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed4__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:06Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,4,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9970015045323003,0.9938029489046497,nan,0.999,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.105463,nan,0.105463,nan,nan,nan,475.29296875,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d100_noise3.0__runtime_dscale__seed4__spkm,run_divi_runtime_synth.py,2026-03-25T09:33:06Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_noise3.0,runtime_dscale,1000,100,3,0.1,0.9,3.0,20260425,4,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,95,0.95,nan,nan,nan,nan,nan,nan,nan,0.16256,nan,0.16256,nan,nan,nan,475.29296875,ok,False,,,D,100,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed0__divi,run_divi_runtime_synth.py,2026-03-25T09:33:19Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,0,divi,1,divi,1000.0,1.0,80,auto_entropy,709.4692666023363,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8678246112931919,0.8998556849854175,nan,0.844,15,0.03,0.24478524923324585,0.21513396501541138,971687.8125,940874.3125,30813.5,951060.5,20.627304077148438,12.662092803000633,1.4752698140000575,11.149695358999452,0.02785872100139386,0.035320719000083045,0.03716565119666484,556.9765625,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed0__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:19Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,0,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.709732882357319,0.6855525018315312,nan,0.888,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.377958,nan,0.377958,nan,nan,nan,556.984375,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed0__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:21Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,0,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.45309172759958166,0.4928627179348216,nan,0.701,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.014883,nan,2.014883,nan,nan,nan,560.04296875,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed0__spkm,run_divi_runtime_synth.py,2026-03-25T09:33:22Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,0,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9940030000150241,0.9876059147486771,nan,0.998,448,0.896,nan,nan,nan,nan,nan,nan,nan,0.967027,nan,0.967027,nan,nan,nan,560.04296875,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed1__divi,run_divi_runtime_synth.py,2026-03-25T09:33:34Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,1,divi,1,divi,1000.0,1.0,80,auto_entropy,709.4692666023363,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8640508301215161,0.8940427467024771,nan,0.834,15,0.03,0.24413393437862396,0.21167153120040894,971630.375,937627.5,34002.875,951244.3125,20.386056900024414,12.28903042300044,1.1320358639986807,11.117649023999547,0.02776188299867499,0.03761000799931935,0.03705883007999849,565.76953125,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed1__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:35Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,1,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.87160084933864,0.8320242909069556,nan,0.955,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.644973,nan,0.644973,nan,nan,nan,565.76953125,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed1__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:36Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,1,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.6824291541779783,0.664785091492741,nan,0.875,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.107199,nan,1.107199,nan,nan,nan,565.7734375,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed1__spkm,run_divi_runtime_synth.py,2026-03-25T09:33:37Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,1,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9940030000150241,0.9876059147486771,nan,0.998,448,0.896,nan,nan,nan,nan,nan,nan,nan,0.47271,nan,0.47271,nan,nan,nan,565.7734375,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed2__divi,run_divi_runtime_synth.py,2026-03-25T09:33:49Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,2,divi,1,divi,1000.0,1.0,80,auto_entropy,709.4692666023363,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8666411491860637,0.8952024365215505,nan,0.855,15,0.03,0.24427887797355652,0.21011172235012054,971719.0,946149.5625,25569.4375,951210.0,20.50899314880371,11.97179933299958,0.9678580029994919,10.96690111099997,0.029084629999488243,0.03539796400036721,0.03655633703666657,596.17578125,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed2__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:49Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,2,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.8401601748262775,0.8009242838736389,nan,0.943,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.267121,nan,0.267121,nan,nan,nan,596.17578125,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed2__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T09:33:50Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,2,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.7754519385661254,0.7359457908829382,nan,0.918,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.875599,nan,0.875599,nan,nan,nan,596.1796875,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed2__spkm,run_divi_runtime_synth.py,2026-03-25T09:33:50Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,2,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9940030000150241,0.9876059147486771,nan,0.998,448,0.896,nan,nan,nan,nan,nan,nan,nan,0.492282,nan,0.492282,nan,nan,nan,596.1796875,ok,False,,,D,500,nan,True
runtime_synth__synthetic_n1000_d500_noise3.0__runtime_dscale__seed3__divi,run_divi_runtime_synth.py,2026-03-25T09:34:02Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d500_noise3.0,runtime_dscale,1000,500,3,0.02,0.98,3.0,20260825,3,divi,1,divi,1000.0,1.0,80,auto_entropy,709.4692666023363,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8640508301215161,0.8940427467024771,nan,0.834,16,0.032,0.2449761927127838,0.21096959710121155,971703.0,942154.8125,29548.1875,950982.625,20.720388412475586,11.640493477998461,0.9530971570002293,10.65543400200113,0.03046075999918685,0.030384990001039114,0.035518113340003765,596.18359375,ok,False,,,D,500,nan,True
